,power
1573516800,866
1573517700,1114
1573518600,864
1573519500,1118
1573520400,866
1573521300,1090
1573522200,866
1573523100,864
1573524000,1120
1573524900,864
1573525800,1114
1573526700,864
1573527600,1070
1573528500,914
1573529400,864
1573530300,1116
1573531200,864
1573532100,1112
1573533000,866
1573533900,868
1573534800,1110
1573535700,930
1573536600,1048
1573537500,868
1573538400,1114
1573539300,872
1573540200,1120
1573541100,868
1573542000,1124
1573542900,1098
1573543800,872
1573544700,1124
1573545600,876
1573546500,1122
1573547400,882
1573548300,1124
1573549200,884
1573550100,1108
1573551000,870
1573551900,1114
1573552800,876
1573553700,1096
1573554600,1028
1573555500,984
1573556400,886
1573557300,1110
1573558200,1032
1573559100,948
1573560000,1112
1573560900,866
1573561800,876
1573562700,1120
1573563600,870
1573564500,1116
1573565400,1014
1573566300,982
1573567200,1114
1573568100,876
1573569000,1126
1573569900,874
1573570800,1126
1573571700,880
1573572600,1122
1573573500,878
1573574400,890
1573575300,1134
1573576200,966
1573577100,1066
1573578000,1128
1573578900,878
1573579800,1124
1573580700,884
1573581600,1120
1573582500,878
1573583400,886
1573584300,1138
1573585200,880
1573586100,1112
1573587000,1122
1573587900,882
1573588800,1122
1573589700,884
1573590600,1110
1573591500,870
1573592400,874
1573593300,874
1573594200,1106
1573595100,868
1573596000,870
1573596900,1094
1573597800,868
1573598700,868
1573599600,1100
1573600500,864
1573601400,1096
1573602300,864
1573603200,864
1573604100,866
1573605000,1102
1573605900,864
1573606800,868
1573607700,966
1573608600,992
1573609500,862
1573610400,866
1573611300,1090
1573612200,866
1573613100,866
1573614000,1096
1573614900,864
1573615800,866
1573616700,1098
1573617600,864
1573618500,864
1573619400,1098
1573620300,864
1573621200,992
1573622100,968
1573623000,870
1573623900,1096
1573624800,868
1573625700,1096
1573626600,882
1573627500,876
1573628400,1110
1573629300,874
1573630200,1098
1573631100,878
1573632000,1032
1573632900,962
1573633800,878
1573634700,1106
1573635600,874
1573636500,1110
1573637400,878
1573638300,1116
1573639200,868
1573640100,1114
1573641000,874
1573641900,870
1573642800,1114
1573643700,1094
1573644600,876
1573645500,874
1573646400,1110
1573647300,870
1573648200,1116
1573649100,874
1573650000,878
1573650900,1120
1573651800,872
1573652700,1122
1573653600,882
1573654500,1102
1573655400,886
1573656300,1124
1573657200,880
1573658100,1122
1573659000,882
1573659900,1110
1573660800,886
1573661700,1148
1573662600,888
1573663500,1148
1573664400,886
1573665300,1130
1573666200,884
1573667100,1116
1573668000,884
1573668900,1122
1573669800,874
1573670700,1104
1573671600,880
1573672500,1118
1573673400,878
1573674300,1128
1573675200,870
1573676100,952
1573677000,1058
1573677900,872
1573678800,1128
1573679700,870
1573680600,872
1573681500,1110
1573682400,868
1573683300,1092
1573684200,880
1573685100,1106
1573686000,868
1573686900,1100
1573687800,864
1573688700,1034
1573689600,932
1573690500,866
1573691400,974
1573692300,990
1573693200,864
1573694100,1102
1573695000,864
1573695900,864
1573696800,1100
1573697700,866
1573698600,1102
1573699500,864
1573700400,866
1573701300,1080
1573702200,862
1573703100,1102
1573704000,864
1573704900,866
1573705800,998
1573706700,964
1573707600,868
1573708500,1094
1573709400,864
1573710300,1106
1573711200,866
1573712100,874
1573713000,1108
1573713900,872
1573714800,1112
1573715700,872
1573716600,876
1573717500,1116
1573718400,880
1573719300,1094
1573720200,876
1573721100,1118
1573722000,874
1573722900,1112
1573723800,880
1573724700,1118
1573725600,878
1573726500,988
1573727400,1002
1573728300,878
1573729200,1108
1573730100,872
1573731000,974
1573731900,990
1573732800,990
1573733700,1014
1573734600,980
1573735500,1056
1573736400,998
1573737300,1136
1573738200,902
1573739100,1156
1573740000,910
1573740900,1098
1573741800,976
1573742700,1164
1573743600,912
1573744500,1176
1573745400,916
1573746300,1166
1573747200,912
1573748100,1164
1573749000,912
1573749900,1162
1573750800,912
1573751700,1038
1573752600,1010
1573753500,908
1573754400,1154
1573755300,904
1573756200,1164
1573757100,908
1573758000,1032
1573758900,1032
1573759800,1112
1573760700,946
1573761600,904
1573762500,1152
1573763400,900
1573764300,1124
1573765200,898
1573766100,898
1573767000,1132
1573767900,898
1573768800,900
1573769700,1112
1573770600,892
1573771500,892
1573772400,1124
1573773300,888
1573774200,894
1573775100,1118
1573776000,892
1573776900,892
1573777800,892
1573778700,1106
1573779600,888
1573780500,896
1573781400,1106
1573782300,886
1573783200,894
1573784100,1106
1573785000,890
1573785900,890
1573786800,894
1573787700,1104
1573788600,890
1573789500,890
1573790400,892
1573791300,1116
1573792200,890
1573793100,892
1573794000,982
1573794900,1022
1573795800,890
1573796700,896
1573797600,1108
1573798500,896
1573799400,1046
1573800300,966
1573801200,902
1573802100,1118
1573803000,900
1573803900,896
1573804800,900
1573805700,1116
1573806600,902
1573807500,1100
1573808400,930
1573809300,898
1573810200,1144
1573811100,898
1573812000,1148
1573812900,900
1573813800,1150
1573814700,904
1573815600,1152
1573816500,902
1573817400,1152
1573818300,900
1573819200,1162
1573820100,900
1573821000,1166
1573821900,1110
1573822800,948
1573823700,1142
1573824600,936
1573825500,1088
1573826400,908
1573827300,1152
1573828200,1076
1573829100,996
1573830000,1168
1573830900,912
1573831800,1160
1573832700,912
1573833600,1158
1573834500,906
1573835400,1158
1573836300,1166
1573837200,906
1573838100,1170
1573839000,916
1573839900,914
