,power
1573516800,372
1573517700,450
1573518600,398
1573519500,394
1573520400,336
1573521300,676
1573522200,484
1573523100,460
1573524000,420
1573524900,346
1573525800,528
1573526700,384
1573527600,376
1573528500,480
1573529400,464
1573530300,352
1573531200,332
1573532100,504
1573533000,534
1573533900,470
1573534800,452
1573535700,406
1573536600,382
1573537500,404
1573538400,468
1573539300,374
1573540200,380
1573541100,494
1573542000,418
1573542900,562
1573543800,572
1573544700,578
1573545600,960
1573546500,752
1573547400,448
1573548300,470
1573549200,666
1573550100,392
1573551000,498
1573551900,616
1573552800,470
1573553700,462
1573554600,480
1573555500,462
1573556400,452
1573557300,658
1573558200,630
1573559100,476
1573560000,436
1573560900,492
1573561800,390
1573562700,570
1573563600,622
1573564500,590
1573565400,478
1573566300,548
1573567200,460
1573568100,800
1573569000,548
1573569900,798
1573570800,534
1573571700,526
1573572600,404
1573573500,546
1573574400,610
1573575300,934
1573576200,526
1573577100,414
1573578000,514
1573578900,588
1573579800,516
1573580700,554
1573581600,548
1573582500,578
1573583400,508
1573584300,576
1573585200,548
1573586100,624
1573587000,672
1573587900,868
1573588800,660
1573589700,792
1573590600,552
1573591500,540
1573592400,648
1573593300,472
1573594200,590
1573595100,530
1573596000,472
1573596900,456
1573597800,676
1573598700,508
1573599600,792
1573600500,552
1573601400,442
1573602300,468
1573603200,436
1573604100,332
1573605000,358
1573605900,510
1573606800,442
1573607700,326
1573608600,440
1573609500,422
1573610400,396
1573611300,368
1573612200,696
1573613100,338
1573614000,424
1573614900,460
1573615800,396
1573616700,438
1573617600,408
1573618500,428
1573619400,446
1573620300,444
1573621200,382
1573622100,330
1573623000,502
1573623900,662
1573624800,366
1573625700,448
1573626600,428
1573627500,648
1573628400,644
1573629300,382
1573630200,444
1573631100,820
1573632000,628
1573632900,530
1573633800,388
1573634700,612
1573635600,774
1573636500,848
1573637400,690
1573638300,546
1573639200,468
1573640100,404
1573641000,396
1573641900,740
1573642800,762
1573643700,666
1573644600,960
1573645500,578
1573646400,652
1573647300,700
1573648200,488
1573649100,582
1573650000,668
1573650900,530
1573651800,596
1573652700,612
1573653600,620
1573654500,632
1573655400,782
1573656300,734
1573657200,612
1573658100,828
1573659000,866
1573659900,968
1573660800,870
1573661700,964
1573662600,984
1573663500,1028
1573664400,982
1573665300,1310
1573666200,1032
1573667100,954
1573668000,1036
1573668900,1188
1573669800,944
1573670700,1066
1573671600,1088
1573672500,956
1573673400,1142
1573674300,916
1573675200,1022
1573676100,1314
1573677000,4012
1573677900,944
1573678800,952
1573679700,762
1573680600,814
1573681500,908
1573682400,986
1573683300,722
1573684200,524
1573685100,1342
1573686000,1138
1573686900,734
1573687800,656
1573688700,584
1573689600,570
1573690500,654
1573691400,462
1573692300,438
1573693200,678
1573694100,412
1573695000,456
1573695900,436
1573696800,558
1573697700,546
1573698600,370
1573699500,498
1573700400,442
1573701300,496
1573702200,472
1573703100,496
1573704000,632
1573704900,574
1573705800,370
1573706700,468
1573707600,550
1573708500,520
1573709400,432
1573710300,436
1573711200,1104
1573712100,914
1573713000,1096
1573713900,652
1573714800,488
1573715700,502
1573716600,358
1573717500,554
1573718400,670
1573719300,642
1573720200,720
1573721100,504
1573722000,462
1573722900,568
1573723800,732
1573724700,824
1573725600,982
1573726500,874
1573727400,676
1573728300,934
1573729200,454
1573730100,444
1573731000,678
1573731900,478
1573732800,488
1573733700,666
1573734600,666
1573735500,492
1573736400,652
1573737300,606
1573738200,946
1573739100,550
1573740000,836
1573740900,798
1573741800,616
1573742700,566
1573743600,628
1573744500,668
1573745400,546
1573746300,852
1573747200,886
1573748100,954
1573749000,1750
1573749900,1178
1573750800,1178
1573751700,1230
1573752600,1292
1573753500,1060
1573754400,1130
1573755300,1292
1573756200,1304
1573757100,892
1573758000,1276
1573758900,904
1573759800,996
1573760700,994
1573761600,1020
1573762500,1146
1573763400,764
1573764300,796
1573765200,758
1573766100,622
1573767000,620
1573767900,580
1573768800,568
1573769700,646
1573770600,536
1573771500,676
1573772400,546
1573773300,566
1573774200,474
1573775100,382
1573776000,502
1573776900,328
1573777800,416
1573778700,382
1573779600,272
1573780500,492
1573781400,408
1573782300,410
1573783200,434
1573784100,332
1573785000,358
1573785900,320
1573786800,428
1573787700,622
1573788600,378
1573789500,434
1573790400,256
1573791300,514
1573792200,394
1573793100,368
1573794000,454
1573794900,330
1573795800,402
1573796700,460
1573797600,260
1573798500,544
1573799400,518
1573800300,646
1573801200,552
1573802100,1102
1573803000,602
1573803900,468
1573804800,518
1573805700,626
1573806600,414
1573807500,420
1573808400,506
1573809300,488
1573810200,620
1573811100,608
1573812000,750
1573812900,620
1573813800,922
1573814700,594
1573815600,412
1573816500,522
1573817400,520
1573818300,788
1573819200,732
1573820100,704
1573821000,796
1573821900,590
1573822800,486
1573823700,674
1573824600,514
1573825500,654
1573826400,680
1573827300,816
1573828200,550
1573829100,452
1573830000,3744
1573830900,2150
1573831800,2126
1573832700,2676
1573833600,2476
1573834500,2472
1573835400,3016
1573836300,2148
1573837200,1338
1573838100,1374
1573839000,1382
1573839900,2240
1573840800,2360
1573841700,1190
1573842600,3486
1573843500,2124
1573844400,2596
1573845300,1262
1573846200,1272
1573847100,1572
1573848000,1200
1573848900,1606
1573849800,1154
1573850700,1330
1573851600,1992
1573852500,1196
1573853400,1028
1573854300,766
1573855200,582
1573856100,1048
1573857000,780
1573857900,768
1573858800,720
1573859700,614
1573860600,550
1573861500,462
1573862400,418
1573863300,416
1573864200,454
1573865100,438
1573866000,472
1573866900,574
1573867800,518
1573868700,418
1573869600,358
1573870500,522
1573871400,428
1573872300,416
1573873200,606
1573874100,374
1573875000,592
1573875900,510
1573876800,404
1573877700,424
1573878600,412
1573879500,468
1573880400,424
1573881300,354
1573882200,584
1573883100,358
1573884000,364
1573884900,628
1573885800,340
1573886700,456
1573887600,688
1573888500,606
1573889400,678
1573890300,726
1573891200,684
1573892100,684
1573893000,566
1573893900,576
1573894800,824
1573895700,530
1573896600,610
1573897500,648
1573898400,660
1573899300,680
1573900200,806
1573901100,652
1573902000,842
1573902900,888
1573903800,736
1573904700,894
1573905600,1502
1573906500,4072
1573907400,2750
1573908300,814
1573909200,700
1573910100,612
1573911000,860
1573911900,1676
1573912800,3592
1573913700,3840
1573914600,1350
1573915500,828
1573916400,622
1573917300,668
1573918200,980
1573919100,820
1573920000,1030
1573920900,1076
1573921800,1058
1573922700,1154
1573923600,1198
1573924500,1460
1573925400,1616
1573926300,1436
1573927200,3000
1573928100,3228
1573929000,2970
1573929900,1816
1573930800,5018
1573931700,5128
1573932600,2536
1573933500,2448
1573934400,3356
1573935300,3050
1573936200,2610
1573937100,3682
1573938000,4414
1573938900,2510
1573939800,2212
1573940700,1340
1573941600,1520
1573942500,1434
1573943400,1004
1573944300,1594
1573945200,1160
1573946100,1094
1573947000,1184
1573947900,780
1573948800,458
1573949700,518
1573950600,466
1573951500,684
1573952400,552
1573953300,358
1573954200,412
1573955100,416
1573956000,288
1573956900,446
1573957800,382
1573958700,494
1573959600,628
1573960500,412
1573961400,454
1573962300,414
1573963200,340
1573964100,426
1573965000,480
1573965900,500
1573966800,334
1573967700,350
1573968600,402
1573969500,458
1573970400,416
1573971300,1250
1573972200,726
1573973100,906
1573974000,546
1573974900,536
1573975800,674
1573976700,732
1573977600,696
1573978500,1104
1573979400,640
1573980300,630
1573981200,860
1573982100,666
1573983000,718
1573983900,1406
1573984800,4878
1573985700,1808
1573986600,2024
1573987500,1812
1573988400,2290
1573989300,1794
1573990200,1708
1573991100,5218
1573992000,7264
1573992900,4582
1573993800,2480
1573994700,1962
1573995600,1668
1573996500,4242
1573997400,4524
1573998300,2304
1573999200,2226
1574000100,1618
1574001000,2416
1574001900,2086
1574002800,1856
1574003700,1956
1574004600,2326
1574005500,1340
1574006400,1128
1574007300,1710
1574008200,1714
1574009100,1196
1574010000,1410
1574010900,1764
1574011800,1022
1574012700,1184
1574013600,1838
1574014500,990
1574015400,1154
1574016300,1760
1574017200,2510
1574018100,7648
1574019000,3624
1574019900,2318
1574020800,2564
1574021700,2302
1574022600,1510
1574023500,1264
1574024400,1454
1574025300,874
1574026200,888
1574027100,1044
1574028000,856
1574028900,756
1574029800,786
1574030700,626
1574031600,562
1574032500,580
1574033400,554
1574034300,556
1574035200,904
1574036100,638
1574037000,442
1574037900,396
1574038800,526
1574039700,398
1574040600,328
1574041500,358
1574042400,536
1574043300,444
1574044200,284
1574045100,686
1574046000,504
1574046900,294
1574047800,506
1574048700,480
1574049600,402
1574050500,464
1574051400,402
1574052300,312
1574053200,382
1574054100,492
1574055000,336
1574055900,470
1574056800,628
1574057700,464
1574058600,476
1574059500,304
1574060400,2090
1574061300,2132
1574062200,2368
1574063100,1992
1574064000,1972
1574064900,1970
1574065800,2006
1574066700,2128
1574067600,2266
1574068500,3002
1574069400,2134
1574070300,1928
1574071200,1934
1574072100,1132
1574073000,758
1574073900,1730
1574074800,3700
1574075700,2566
1574076600,856
1574077500,2438
1574078400,5494
1574079300,2466
1574080200,3960
1574081100,3152
1574082000,1870
1574082900,1898
1574083800,1338
1574084700,1786
1574085600,734
1574086500,602
1574087400,882
1574088300,662
1574089200,1350
1574090100,868
1574091000,666
1574091900,714
1574092800,1012
1574093700,890
1574094600,1306
1574095500,1620
1574096400,914
1574097300,1068
1574098200,1082
1574099100,1172
1574100000,1100
1574100900,1184
1574101800,1032
1574102700,1156
1574103600,1138
1574104500,1384
1574105400,682
1574106300,682
1574107200,980
1574108100,894
1574109000,588
1574109900,700
1574110800,614
1574111700,460
1574112600,678
1574113500,506
1574114400,670
1574115300,1746
1574116200,1618
1574117100,1402
1574118000,1560
1574118900,1024
1574119800,396
1574120700,524
