,power
1573516800,56
1573517700,86
1573518600,56
1573519500,56
1573520400,88
1573521300,56
1573522200,56
1573523100,88
1573524000,38
1573524900,34
1573525800,60
1573526700,30
1573527600,28
1573528500,62
1573529400,34
1573530300,66
1573531200,102
1573532100,64
1573533000,62
1573533900,94
1573534800,414
1573535700,234
1573536600,462
1573537500,152
1573538400,94
1573539300,76
1573540200,64
1573541100,62
1573542000,78
1573542900,86
1573543800,64
1573544700,64
1573545600,94
1573546500,62
1573547400,62
1573548300,96
1573549200,60
1573550100,62
1573551000,86
1573551900,36
1573552800,62
1573553700,180
1573554600,128
1573555500,68
1573556400,78
1573557300,138
1573558200,426
1573559100,1012
1573560000,654
1573560900,1002
1573561800,256
1573562700,108
1573563600,66
1573564500,156
1573565400,120
1573566300,134
1573567200,206
1573568100,168
1573569000,164
1573569900,270
1573570800,200
1573571700,212
1573572600,288
1573573500,378
1573574400,1210
1573575300,1150
1573576200,430
1573577100,440
1573578000,358
1573578900,372
1573579800,492
1573580700,380
1573581600,382
1573582500,530
1573583400,332
1573584300,268
1573585200,306
1573586100,394
1573587000,320
1573587900,438
1573588800,318
1573589700,392
1573590600,450
1573591500,1188
1573592400,912
1573593300,270
1573594200,1002
1573595100,410
1573596000,176
1573596900,154
1573597800,156
1573598700,180
1573599600,130
1573600500,132
1573601400,164
1573602300,130
1573603200,128
1573604100,122
1573605000,62
1573605900,62
1573606800,94
1573607700,62
1573608600,62
1573609500,80
1573610400,46
1573611300,34
1573612200,42
1573613100,66
1573614000,34
1573614900,34
1573615800,72
1573616700,64
1573617600,72
1573618500,104
1573619400,70
1573620300,142
1573621200,432
1573622100,278
1573623000,208
1573623900,150
1573624800,172
1573625700,144
1573626600,100
1573627500,142
1573628400,110
1573629300,72
1573630200,102
1573631100,72
1573632000,68
1573632900,94
1573633800,76
1573634700,66
1573635600,74
1573636500,82
1573637400,58
1573638300,36
1573639200,158
1573640100,138
1573641000,64
1573641900,94
1573642800,72
1573643700,232
1573644600,160
1573645500,104
1573646400,72
1573647300,152
1573648200,564
1573649100,1542
1573650000,998
1573650900,866
1573651800,704
1573652700,678
1573653600,448
1573654500,202
1573655400,626
1573656300,754
1573657200,400
1573658100,182
1573659000,232
1573659900,264
1573660800,372
1573661700,298
1573662600,404
1573663500,392
1573664400,300
1573665300,324
1573666200,316
1573667100,470
1573668000,490
1573668900,492
1573669800,480
1573670700,358
1573671600,440
1573672500,424
1573673400,402
1573674300,338
1573675200,336
1573676100,512
1573677000,416
1573677900,422
1573678800,282
1573679700,260
1573680600,232
1573681500,220
1573682400,208
1573683300,150
1573684200,106
1573685100,116
1573686000,94
1573686900,104
1573687800,28
1573688700,32
1573689600,58
1573690500,26
1573691400,32
1573692300,60
1573693200,30
1573694100,32
1573695000,54
1573695900,42
1573696800,72
1573697700,80
1573698600,58
1573699500,62
1573700400,78
1573701300,58
1573702200,64
1573703100,116
1573704000,100
1573704900,176
1573705800,166
1573706700,120
1573707600,438
1573708500,250
1573709400,268
1573710300,264
1573711200,216
1573712100,122
1573713000,140
1573713900,180
1573714800,38
1573715700,32
1573716600,48
1573717500,48
1573718400,32
1573719300,34
1573720200,62
1573721100,32
1573722000,36
1573722900,106
1573723800,150
1573724700,82
1573725600,288
1573726500,1220
1573727400,1292
1573728300,640
1573729200,682
1573730100,178
1573731000,140
1573731900,172
1573732800,536
1573733700,1198
1573734600,1934
1573735500,1318
1573736400,1186
1573737300,148
1573738200,510
1573739100,128
1573740000,156
1573740900,102
1573741800,154
1573742700,802
1573743600,526
1573744500,148
1573745400,1012
1573746300,602
1573747200,496
1573748100,516
1573749000,502
1573749900,318
1573750800,480
1573751700,344
1573752600,310
1573753500,244
1573754400,298
1573755300,242
1573756200,194
1573757100,164
1573758000,280
1573758900,164
1573759800,230
1573760700,522
1573761600,1556
1573762500,1174
1573763400,888
1573764300,938
1573765200,712
1573766100,448
1573767000,370
1573767900,368
1573768800,328
1573769700,338
1573770600,1158
1573771500,1016
1573772400,302
1573773300,1108
1573774200,390
1573775100,230
1573776000,188
1573776900,94
1573777800,108
1573778700,108
1573779600,74
1573780500,74
1573781400,104
1573782300,76
1573783200,74
1573784100,136
1573785000,74
1573785900,72
1573786800,104
1573787700,74
1573788600,80
1573789500,138
1573790400,138
1573791300,142
1573792200,182
1573793100,218
1573794000,434
1573794900,206
1573795800,388
1573796700,222
1573797600,154
1573798500,164
1573799400,132
1573800300,96
1573801200,124
1573802100,90
1573803000,82
1573803900,88
1573804800,68
1573805700,44
1573806600,84
1573807500,84
1573808400,68
1573809300,66
1573810200,80
1573811100,46
1573812000,150
1573812900,150
1573813800,92
1573814700,68
1573815600,124
1573816500,98
1573817400,64
1573818300,66
1573819200,158
1573820100,58
1573821000,190
1573821900,1288
1573822800,1454
1573823700,682
1573824600,672
1573825500,676
1573826400,382
1573827300,176
