,power
1573516800,1178
1573517700,1188
1573518600,1168
1573519500,1186
1573520400,1166
1573521300,1182
1573522200,1184
1573523100,1174
1573524000,1182
1573524900,1176
1573525800,1164
1573526700,1176
1573527600,1180
1573528500,1184
1573529400,1184
1573530300,1160
1573531200,1190
1573532100,1190
1573533000,1192
1573533900,1364
1573534800,1448
1573535700,1584
1573536600,2150
1573537500,2368
1573538400,2338
1573539300,2284
1573540200,1756
1573541100,1764
1573542000,1934
1573542900,1904
1573543800,1908
1573544700,2758
1573545600,2750
1573546500,4152
1573547400,3694
1573548300,3936
1573549200,2908
1573550100,2448
1573551000,2256
1573551900,2260
1573552800,2148
1573553700,1328
1573554600,1338
1573555500,1396
1573556400,1358
1573557300,1474
1573558200,1518
1573559100,2774
1573560000,1766
1573560900,2078
1573561800,1854
1573562700,1922
1573563600,1784
1573564500,1784
1573565400,1758
1573566300,1734
1573567200,1936
1573568100,1884
1573569000,1960
1573569900,2920
1573570800,2022
1573571700,1638
1573572600,1648
1573573500,1702
1573574400,2114
1573575300,2094
1573576200,2090
1573577100,3088
1573578000,3602
1573578900,3796
1573579800,3672
1573580700,4242
1573581600,4164
1573582500,3414
1573583400,2690
1573584300,2360
1573585200,2366
1573586100,2586
1573587000,2822
1573587900,1832
1573588800,1892
1573589700,1934
1573590600,1912
1573591500,1364
1573592400,1342
1573593300,1374
1573594200,1330
1573595100,1260
1573596000,1260
1573596900,1254
1573597800,1014
1573598700,792
1573599600,810
1573600500,784
1573601400,814
1573602300,774
1573603200,804
1573604100,786
1573605000,810
1573605900,822
1573606800,784
1573607700,914
1573608600,734
1573609500,792
1573610400,820
1573611300,796
1573612200,818
1573613100,806
1573614000,818
1573614900,780
1573615800,804
1573616700,794
1573617600,820
1573618500,782
1573619400,842
1573620300,792
1573621200,766
1573622100,748
1573623000,932
1573623900,1588
1573624800,1344
1573625700,1678
1573626600,1316
1573627500,1220
1573628400,1156
1573629300,1140
1573630200,980
1573631100,976
1573632000,994
1573632900,944
1573633800,1006
1573634700,1266
1573635600,1246
1573636500,1566
1573637400,2100
1573638300,1396
1573639200,1262
1573640100,1262
1573641000,1308
1573641900,2022
1573642800,1620
1573643700,1352
1573644600,1232
1573645500,1018
1573646400,900
1573647300,948
1573648200,938
1573649100,886
1573650000,1190
1573650900,1132
1573651800,1196
1573652700,1248
1573653600,1268
1573654500,1232
1573655400,1566
1573656300,1518
1573657200,1424
1573658100,1512
1573659000,1470
1573659900,1552
1573660800,1966
1573661700,2880
1573662600,2918
1573663500,2748
1573664400,2190
1573665300,2200
1573666200,2278
1573667100,2270
1573668000,2220
1573668900,2956
1573669800,3242
1573670700,2754
1573671600,2544
1573672500,2196
1573673400,2282
1573674300,2322
1573675200,2268
1573676100,2340
1573677000,2290
1573677900,2292
1573678800,2286
1573679700,2314
1573680600,2276
1573681500,2158
1573682400,1460
1573683300,1306
1573684200,1270
1573685100,1268
1573686000,1278
1573686900,1250
