,power
1563840000,128
1563840900,143
1563841800,186
1563842700,292
1563843600,151
1563844500,170
1563845400,163
1563846300,144
1563847200,116
1563848100,109
1563849000,106
1563849900,181
1563850800,167
1563851700,303
1563852600,521
1563853500,1262
1563854400,1359
1563855300,1291
1563856200,1318
1563857100,1301
1563858000,984
1563858900,2597
1563859800,2426
1563860700,886
1563861600,295
1563862500,250
1563863400,313
1563864300,194
1563865200,162
1563866100,187
1563867000,231
1563867900,268
1563868800,186
1563869700,208
1563870600,206
1563871500,351
1563872400,294
1563873300,313
1563874200,389
1563875100,567
1563876000,478
1563876900,217
1563877800,239
1563878700,179
1563879600,167
1563880500,158
1563881400,230
1563882300,285
1563883200,203
1563884100,182
1563885000,178
1563885900,195
1563886800,167
1563887700,231
1563888600,243
1563889500,311
1563890400,198
1563891300,213
1563892200,285
1563893100,1270
1563894000,1304
1563894900,1305
1563895800,1324
1563896700,1398
1563897600,1292
1563898500,1142
1563899400,2222
1563900300,2563
1563901200,1102
1563902100,806
1563903000,844
1563903900,750
1563904800,565
1563905700,298
1563906600,274
1563907500,297
1563908400,234
1563909300,260
1563910200,252
1563911100,233
1563912000,265
1563912900,280
1563913800,197
1563914700,153
1563915600,303
1563916500,170
1563917400,182
1563918300,173
1563919200,218
1563920100,255
1563921000,204
1563921900,159
1563922800,125
1563923700,139
1563924600,118
1563925500,123
1563926400,162
1563927300,168
1563928200,163
1563929100,339
1563930000,133
1563930900,111
1563931800,136
1563932700,144
1563933600,207
1563934500,296
1563935400,289
1563936300,463
1563937200,396
1563938100,460
1563939000,595
1563939900,1466
1563940800,1554
1563941700,1318
1563942600,1300
1563943500,1290
1563944400,1201
1563945300,1329
1563946200,3125
1563947100,1315
1563948000,197
1563948900,209
1563949800,263
1563950700,355
1563951600,333
1563952500,487
1563953400,677
1563954300,499
1563955200,258
1563956100,205
1563957000,231
1563957900,417
1563958800,226
1563959700,175
1563960600,377
1563961500,259
1563962400,200
1563963300,197
1563964200,170
1563965100,269
1563966000,305
1563966900,268
1563967800,190
1563968700,238
1563969600,201
1563970500,155
1563971400,175
1563972300,179
1563973200,158
1563974100,187
1563975000,170
1563975900,403
1563976800,249
1563977700,204
1563978600,369
1563979500,1557
1563980400,1633
1563981300,1310
1563982200,1298
1563983100,1444
1563984000,1272
1563984900,1553
1563985800,1838
1563986700,1600
1563987600,3353
1563988500,1963
1563989400,1247
1563990300,695
1563991200,851
1563992100,404
1563993000,417
1563993900,536
1563994800,747
1563995700,226
1563996600,164
1563997500,192
1563998400,224
1563999300,161
1564000200,160
1564001100,191
1564002000,154
1564002900,147
1564003800,168
1564004700,162
1564005600,150
1564006500,125
1564007400,175
1564008300,254
1564009200,123
1564010100,158
1564011000,127
1564011900,127
1564012800,144
1564013700,121
1564014600,145
1564015500,149
1564016400,162
1564017300,150
1564018200,132
1564019100,121
1564020000,309
1564020900,210
1564021800,236
1564022700,217
1564023600,149
1564024500,264
1564025400,360
1564026300,997
1564027200,1281
1564028100,1265
1564029000,1311
1564029900,1469
1564030800,1229
1564031700,884
1564032600,3031
1564033500,1495
1564034400,491
1564035300,196
1564036200,183
1564037100,225
1564038000,235
1564038900,177
1564039800,168
1564040700,212
1564041600,237
1564042500,147
1564043400,183
1564044300,162
1564045200,233
1564046100,302
1564047000,306
1564047900,340
1564048800,271
1564049700,191
1564050600,169
1564051500,197
1564052400,320
1564053300,398
1564054200,544
1564055100,229
1564056000,145
1564056900,138
1564057800,190
1564058700,355
1564059600,220
1564060500,220
1564061400,259
1564062300,265
1564063200,312
1564064100,160
1564065000,245
1564065900,482
1564066800,1281
1564067700,1280
1564068600,1260
1564069500,1787
1564070400,1576
1564071300,1250
1564072200,1207
1564073100,3156
1564074000,1742
1564074900,741
1564075800,755
1564076700,1138
1564077600,952
1564078500,497
1564079400,244
