,heat
1569283200,5579
1569284100,5579
1569285000,5579
1569285900,5579
1569286800,12411
1569287700,12411
1569288600,12411
1569289500,12411
1569290400,4968
1569291300,4968
1569292200,4968
1569293100,4968
1569294000,1989
1569294900,1989
1569295800,1989
1569296700,1989
1569297600,13463
1569298500,13463
1569299400,13463
1569300300,13463
1569301200,5389
1569302100,5389
1569303000,5389
1569303900,5389
1569304800,15726
1569305700,15726
1569306600,15726
1569307500,15726
1569308400,6295
1569309300,6295
1569310200,6295
1569311100,6295
1569312000,2516
1569312900,2516
1569313800,2516
1569314700,2516
1569315600,10421
1569316500,10421
1569317400,10421
1569318300,10421
1569319200,4168
1569320100,4168
1569321000,4168
1569321900,4168
1569322800,6853
1569323700,6853
1569324600,6853
1569325500,6853
1569326400,2737
1569327300,2737
1569328200,2737
1569329100,2737
1569330000,1095
1569330900,1095
1569331800,1095
1569332700,1095
1569333600,442
1569334500,442
1569335400,442
1569336300,442
1569337200,179
1569338100,179
1569339000,179
1569339900,179
1569340800,74
1569341700,74
1569342600,74
1569343500,74
1569344400,7474
1569345300,7474
1569346200,7474
1569347100,7474
1569348000,11589
1569348900,11589
1569349800,11589
1569350700,11589
1569351600,12316
1569352500,12316
1569353400,12316
1569354300,12316
1569355200,10221
1569356100,10221
1569357000,10221
1569357900,10221
1569358800,4095
1569359700,4095
1569360600,4095
1569361500,4095
1569362400,1632
1569363300,1632
1569364200,1632
1569365100,1632
1569366000,8053
1569366900,8053
1569367800,8053
1569368700,8053
1569369600,3221
1569370500,3221
1569371400,3221
1569372300,3221
1569373200,1284
1569374100,1284
1569375000,1284
1569375900,1284
1569376800,19063
1569377700,19063
1569378600,19063
1569379500,19063
1569380400,7621
1569381300,7621
1569382200,7621
1569383100,7621
1569384000,3053
1569384900,3053
1569385800,3053
1569386700,3053
1569387600,1221
1569388500,1221
1569389400,1221
1569390300,1221
1569391200,20400
1569392100,20400
1569393000,20400
1569393900,20400
1569394800,11074
1569395700,11074
1569396600,11074
1569397500,11074
1569398400,4432
1569399300,4432
1569400200,4432
1569401100,4432
1569402000,1768
1569402900,1768
1569403800,1768
1569404700,1768
1569405600,17600
1569406500,17600
1569407400,17600
1569408300,17600
1569409200,7042
1569410100,7042
1569411000,7042
1569411900,7042
1569412800,2821
1569413700,2821
1569414600,2821
1569415500,2821
1569416400,7779
1569417300,7779
1569418200,7779
1569419100,7779
1569420000,8168
1569420900,8168
1569421800,8168
1569422700,8168
1569423600,3263
1569424500,3263
1569425400,3263
1569426300,3263
1569427200,1305
1569428100,1305
1569429000,1305
1569429900,1305
1569430800,526
1569431700,526
1569432600,526
1569433500,526
1569434400,211
1569435300,211
1569436200,211
1569437100,211
1569438000,84
1569438900,84
1569439800,84
1569440700,84
1569441600,32
1569442500,32
1569443400,32
1569444300,32
1569445200,11
1569446100,11
1569447000,11
1569447900,11
1569448800,0
1569449700,0
1569450600,0
1569451500,0
1569452400,0
1569453300,0
1569454200,0
1569455100,0
1569456000,20400
1569456900,20400
1569457800,20400
1569458700,20400
1569459600,8695
1569460500,8695
1569461400,8695
1569462300,8695
1569463200,3484
1569464100,3484
1569465000,3484
1569465900,3484
1569466800,20400
1569467700,20400
1569468600,20400
1569469500,20400
1569470400,9568
1569471300,9568
1569472200,9568
1569473100,9568
1569474000,3832
1569474900,3832
1569475800,3832
1569476700,3832
1569477600,1526
