,heat
1573516800,9674
1573517700,9674
1573518600,9674
1573519500,9674
1573520400,20189
1573521300,20189
1573522200,20189
1573523100,20189
1573524000,26674
1573524900,26674
1573525800,26674
1573526700,26674
1573527600,25158
1573528500,25158
1573529400,25158
1573530300,25158
1573531200,10063
1573532100,10063
1573533000,10063
1573533900,10063
1573534800,4021
1573535700,4021
1573536600,4021
1573537500,4021
1573538400,1611
1573539300,1611
1573540200,1611
1573541100,1611
1573542000,9589
1573542900,9589
1573543800,9589
1573544700,9589
1573545600,19484
1573546500,19484
1573547400,19484
1573548300,19484
1573549200,25095
1573550100,25095
1573551000,25095
1573551900,25095
1573552800,23158
1573553700,23158
1573554600,23158
1573555500,23158
1573556400,9263
1573557300,9263
1573558200,9263
1573559100,9263
1573560000,3705
1573560900,3705
1573561800,3705
1573562700,3705
1573563600,1484
1573564500,1484
1573565400,1484
1573566300,1484
1573567200,589
1573568100,589
1573569000,589
1573569900,589
1573570800,13084
1573571700,13084
1573572600,13084
1573573500,13084
1573574400,24168
1573575300,24168
1573576200,24168
1573577100,24168
1573578000,27474
1573578900,27474
1573579800,27474
1573580700,27474
1573581600,21168
1573582500,21168
1573583400,21168
1573584300,21168
1573585200,8463
1573586100,8463
1573587000,8463
1573587900,8463
1573588800,3389
1573589700,3389
1573590600,3389
1573591500,3389
1573592400,1358
1573593300,1358
1573594200,1358
1573595100,1358
1573596000,547
1573596900,547
1573597800,547
1573598700,547
1573599600,11726
1573600500,11726
1573601400,11726
1573602300,11726
1573603200,22716
1573604100,22716
1573605000,22716
1573605900,22716
1573606800,27074
1573607700,27074
1573608600,27074
1573609500,27074
1573610400,22389
1573611300,22389
1573612200,22389
1573613100,22389
1573614000,8958
1573614900,8958
1573615800,8958
1573616700,8958
1573617600,3579
1573618500,3579
1573619400,3579
1573620300,3579
1573621200,1432
1573622100,1432
1573623000,1432
1573623900,1432
1573624800,568
1573625700,568
1573626600,568
1573627500,568
1573628400,12305
1573629300,12305
1573630200,12305
1573631100,12305
1573632000,23642
1573632900,23642
1573633800,23642
1573634700,23642
1573635600,27305
1573636500,27305
1573637400,27305
1573638300,27305
1573639200,10926
1573640100,10926
1573641000,10926
1573641900,10926
1573642800,4368
1573643700,4368
1573644600,4368
1573645500,4368
1573646400,1747
1573647300,1747
1573648200,1747
1573649100,1747
1573650000,8726
1573650900,8726
1573651800,8726
1573652700,8726
1573653600,3484
1573654500,3484
1573655400,3484
1573656300,3484
1573657200,17274
1573658100,17274
1573659000,17274
1573659900,17274
1573660800,27389
1573661700,27389
1573662600,27389
1573663500,27389
1573664400,27937
1573665300,27937
1573666200,27937
1573667100,27937
1573668000,11179
1573668900,11179
1573669800,11179
1573670700,11179
1573671600,4474
1573672500,4474
1573673400,4474
1573674300,4474
1573675200,1789
1573676100,1789
1573677000,1789
1573677900,1789
1573678800,716
1573679700,716
1573680600,716
1573681500,716
1573682400,13295
1573683300,13295
1573684200,13295
1573685100,13295
1573686000,25284
1573686900,25284
1573687800,25284
1573688700,25284
1573689600,29484
1573690500,29484
1573691400,29484
1573692300,29484
1573693200,23842
1573694100,23842
1573695000,23842
1573695900,23842
1573696800,9537
1573697700,9537
1573698600,9537
1573699500,9537
1573700400,3811
1573701300,3811
1573702200,3811
1573703100,3811
1573704000,1526
1573704900,1526
1573705800,1526
1573706700,1526
1573707600,611
1573708500,611
1573709400,611
1573710300,611
1573711200,13821
1573712100,13821
1573713000,13821
1573713900,13821
1573714800,5526
1573715700,5526
1573716600,5526
1573717500,5526
1573718400,2211
1573719300,2211
1573720200,2211
1573721100,2211
1573722000,25137
1573722900,25137
1573723800,25137
1573724700,25137
1573725600,38705
1573726500,38705
1573727400,38705
1573728300,38705
1573729200,34811
1573730100,34811
1573731000,34811
1573731900,34811
1573732800,13926
1573733700,13926
1573734600,13926
1573735500,13926
1573736400,5568
1573737300,5568
1573738200,5568
1573739100,5568
1573740000,2232
1573740900,2232
1573741800,2232
1573742700,2232
1573743600,895
1573744500,895
1573745400,895
1573746300,895
1573747200,358
1573748100,358
1573749000,358
1573749900,358
1573750800,147
1573751700,147
1573752600,147
1573753500,147
1573754400,12305
1573755300,12305
1573756200,12305
1573757100,12305
1573758000,24116
1573758900,24116
1573759800,24116
1573760700,24116
1573761600,28863
1573762500,28863
1573763400,28863
1573764300,28863
1573765200,24232
1573766100,24232
1573767000,24232
1573767900,24232
1573768800,9695
1573769700,9695
1573770600,9695
1573771500,9695
1573772400,3874
1573773300,3874
1573774200,3874
1573775100,3874
1573776000,1547
1573776900,1547
1573777800,1547
1573778700,1547
1573779600,621
1573780500,621
1573781400,621
1573782300,621
1573783200,15779
1573784100,15779
1573785000,15779
1573785900,15779
1573786800,29389
1573787700,29389
1573788600,29389
1573789500,29389
1573790400,33389
1573791300,33389
1573792200,33389
1573793100,33389
1573794000,25821
1573794900,25821
1573795800,25821
1573796700,25821
1573797600,10326
1573798500,10326
1573799400,10326
1573800300,10326
1573801200,4126
1573802100,4126
1573803000,4126
1573803900,4126
1573804800,1653
1573805700,1653
1573806600,1653
1573807500,1653
1573808400,663
1573809300,663
1573810200,663
1573811100,663
1573812000,13863
1573812900,13863
1573813800,13863
1573814700,13863
1573815600,25000
1573816500,25000
1573817400,25000
1573818300,25000
1573819200,27547
1573820100,27547
1573821000,27547
1573821900,27547
1573822800,20095
1573823700,20095
1573824600,20095
1573825500,20095
1573826400,8042
1573827300,8042
1573828200,8042
1573829100,8042
1573830000,3211
1573830900,3211
1573831800,3211
1573832700,3211
1573833600,1284
1573834500,1284
1573835400,1284
1573836300,1284
1573837200,516
1573838100,516
1573839000,516
1573839900,516
1573840800,12095
1573841700,12095
1573842600,12095
1573843500,12095
1573844400,24726
1573845300,24726
1573846200,24726
1573847100,24726
1573848000,31505
1573848900,31505
1573849800,31505
1573850700,31505
1573851600,28821
1573852500,28821
1573853400,28821
1573854300,28821
1573855200,11526
1573856100,11526
1573857000,11526
1573857900,11526
1573858800,4611
1573859700,4611
1573860600,4611
1573861500,4611
1573862400,1842
1573863300,1842
1573864200,1842
1573865100,1842
1573866000,14105
1573866900,14105
1573867800,14105
1573868700,14105
1573869600,28347
1573870500,28347
1573871400,28347
1573872300,28347
1573873200,36147
1573874100,36147
1573875000,36147
1573875900,36147
1573876800,32684
1573877700,32684
1573878600,32684
1573879500,32684
1573880400,13074
1573881300,13074
1573882200,13074
1573883100,13074
1573884000,5232
1573884900,5232
1573885800,5232
1573886700,5232
1573887600,2095
1573888500,2095
1573889400,2095
1573890300,2095
1573891200,832
1573892100,832
1573893000,832
1573893900,832
1573894800,19042
1573895700,19042
1573896600,19042
1573897500,19042
1573898400,33758
1573899300,33758
1573900200,33758
1573901100,33758
1573902000,36379
1573902900,36379
1573903800,36379
1573904700,36379
1573905600,25895
1573906500,25895
1573907400,25895
1573908300,25895
1573909200,10358
1573910100,10358
1573911000,10358
1573911900,10358
1573912800,4147
1573913700,4147
1573914600,4147
1573915500,4147
1573916400,1653
1573917300,1653
1573918200,1653
1573919100,1653
1573920000,663
1573920900,663
1573921800,663
1573922700,663
1573923600,13337
1573924500,13337
1573925400,13337
1573926300,13337
1573927200,26621
1573928100,26621
1573929000,26621
1573929900,26621
1573930800,10642
1573931700,10642
1573932600,10642
1573933500,10642
1573934400,20011
1573935300,20011
1573936200,20011
1573937100,20011
1573938000,26284
1573938900,26284
1573939800,26284
1573940700,26284
1573941600,25737
1573942500,25737
1573943400,25737
1573944300,25737
1573945200,10295
1573946100,10295
1573947000,10295
1573947900,10295
1573948800,4116
1573949700,4116
1573950600,4116
1573951500,4116
1573952400,1642
1573953300,1642
1573954200,1642
1573955100,1642
1573956000,12937
1573956900,12937
1573957800,12937
1573958700,12937
1573959600,24516
1573960500,24516
1573961400,24516
1573962300,24516
1573963200,29484
1573964100,29484
1573965000,29484
1573965900,29484
1573966800,25200
1573967700,25200
1573968600,25200
1573969500,25200
1573970400,10084
1573971300,10084
1573972200,10084
1573973100,10084
1573974000,4032
1573974900,4032
1573975800,4032
1573976700,4032
1573977600,1611
1573978500,1611
1573979400,1611
1573980300,1611
1573981200,642
1573982100,642
1573983000,642
1573983900,642
1573984800,263
1573985700,263
1573986600,263
1573987500,263
1573988400,22000
1573989300,22000
1573990200,22000
1573991100,22000
1573992000,37358
1573992900,37358
1573993800,37358
1573994700,37358
1573995600,37211
1573996500,37211
1573997400,37211
1573998300,37211
1573999200,14884
1574000100,14884
1574001000,14884
1574001900,14884
1574002800,5958
1574003700,5958
1574004600,5958
1574005500,5958
1574006400,2379
1574007300,2379
1574008200,2379
1574009100,2379
1574010000,947
