,heat
1569283200,5684
1569284100,5684
1569285000,5684
1569285900,5684
1569286800,11263
1569287700,11263
1569288600,11263
1569289500,11263
1569290400,13863
1569291300,13863
1569292200,13863
1569293100,13863
1569294000,12284
1569294900,12284
1569295800,12284
1569296700,12284
1569297600,4916
1569298500,4916
1569299400,4916
1569300300,4916
1569301200,1968
1569302100,1968
1569303000,1968
1569303900,1968
1569304800,789
1569305700,789
1569306600,789
1569307500,789
1569308400,5000
1569309300,5000
1569310200,5000
1569311100,5000
1569312000,2000
1569312900,2000
1569313800,2000
1569314700,2000
1569315600,8095
1569316500,8095
1569317400,8095
1569318300,8095
1569319200,9368
1569320100,9368
1569321000,9368
1569321900,9368
1569322800,4832
1569323700,4832
1569324600,4832
1569325500,4832
1569326400,1937
1569327300,1937
1569328200,1937
1569329100,1937
1569330000,768
1569330900,768
1569331800,768
1569332700,768
1569333600,305
1569334500,305
1569335400,305
1569336300,305
1569337200,126
1569338100,126
1569339000,126
1569339900,126
1569340800,53
1569341700,53
1569342600,53
1569343500,53
1569344400,21
1569345300,21
1569346200,21
1569347100,21
1569348000,3263
1569348900,3263
1569349800,3263
1569350700,3263
1569351600,7453
1569352500,7453
1569353400,7453
1569354300,7453
1569355200,10663
1569356100,10663
1569357000,10663
1569357900,10663
1569358800,11432
1569359700,11432
1569360600,11432
1569361500,11432
1569362400,9621
1569363300,9621
1569364200,9621
1569365100,9621
1569366000,3853
1569366900,3853
1569367800,3853
1569368700,3853
1569369600,1537
1569370500,1537
1569371400,1537
1569372300,1537
1569373200,5789
1569374100,5789
1569375000,5789
1569375900,5789
1569376800,11368
1569377700,11368
1569378600,11368
1569379500,11368
1569380400,4547
1569381300,4547
1569382200,4547
1569383100,4547
1569384000,10695
1569384900,10695
1569385800,10695
1569386700,10695
1569387600,15863
1569388500,15863
1569389400,15863
1569390300,15863
1569391200,6347
1569392100,6347
1569393000,6347
1569393900,6347
1569394800,9947
1569395700,9947
1569396600,9947
1569397500,9947
1569398400,3979
1569399300,3979
1569400200,3979
1569401100,3979
1569402000,6768
1569402900,6768
1569403800,6768
1569404700,6768
1569405600,6274
1569406500,6274
1569407400,6274
1569408300,6274
1569409200,2505
1569410100,2505
1569411000,2505
1569411900,2505
1569412800,1000
1569413700,1000
1569414600,1000
1569415500,1000
1569416400,400
1569417300,400
1569418200,400
1569419100,400
1569420000,158
1569420900,158
1569421800,158
1569422700,158
1569423600,63
1569424500,63
1569425400,63
1569426300,63
1569427200,21
1569428100,21
1569429000,21
1569429900,21
1569430800,11
1569431700,11
1569432600,11
1569433500,11
1569434400,2147
1569435300,2147
1569436200,2147
1569437100,2147
1569438000,5295
1569438900,5295
1569439800,5295
1569440700,5295
1569441600,8484
1569442500,8484
1569443400,8484
1569444300,8484
1569445200,3400
1569446100,3400
1569447000,3400
1569447900,3400
1569448800,7126
1569449700,7126
1569450600,7126
1569451500,7126
1569452400,10716
1569453300,10716
1569454200,10716
1569455100,10716
1569456000,12095
1569456900,12095
1569457800,12095
1569458700,12095
1569459600,4842
1569460500,4842
1569461400,4842
1569462300,4842
1569463200,1937
1569464100,1937
1569465000,1937
1569465900,1937
1569466800,7853
1569467700,7853
1569468600,7853
1569469500,7853
1569470400,3147
1569471300,3147
1569472200,3147
1569473100,3147
1569474000,1253
1569474900,1253
1569475800,1253
1569476700,1253
1569477600,505
1569478500,505
1569479400,505
1569480300,505
1569481200,200
1569482100,200
1569483000,200
1569483900,200
1569484800,84
1569485700,84
1569486600,84
1569487500,84
1569488400,32
1569489300,32
1569490200,32
1569491100,32
1569492000,11
1569492900,11
1569493800,11
1569494700,11
1569495600,0
1569496500,0
1569497400,0
1569498300,0
1569499200,0
1569500100,0
1569501000,0
1569501900,0
1569502800,0
1569503700,0
1569504600,0
1569505500,0
1569506400,0
1569507300,0
1569508200,0
1569509100,0
1569510000,0
1569510900,0
1569511800,0
1569512700,0
1569513600,0
1569514500,0
1569515400,0
1569516300,0
1569517200,0
1569518100,0
1569519000,0
1569519900,0
1569520800,0
1569521700,0
1569522600,0
1569523500,0
1569524400,44053
1569525300,44053
1569526200,44053
1569527100,44053
1569528000,17621
1569528900,17621
1569529800,17621
1569530700,17621
1569531600,7042
1569532500,7042
1569533400,7042
1569534300,7042
1569535200,15705
1569536100,15705
1569537000,15705
1569537900,15705
1569538800,17389
1569539700,17389
1569540600,17389
1569541500,17389
1569542400,11316
1569543300,11316
1569544200,11316
1569545100,11316
1569546000,4526
1569546900,4526
1569547800,4526
1569548700,4526
1569549600,1811
1569550500,1811
1569551400,1811
1569552300,1811
1569553200,726
1569554100,726
1569555000,726
1569555900,726
1569556800,295
1569557700,295
1569558600,295
1569559500,295
1569560400,116
1569561300,116
