,heat
1569283200,2779
1569284100,2779
1569285000,2779
1569285900,2779
1569286800,1116
1569287700,1116
1569288600,1116
1569289500,1116
1569290400,442
1569291300,442
1569292200,442
1569293100,442
1569294000,4726
1569294900,4726
1569295800,4726
1569296700,4726
1569297600,1895
1569298500,1895
1569299400,1895
1569300300,1895
1569301200,7074
1569302100,7074
1569303000,7074
1569303900,7074
1569304800,10242
1569305700,10242
1569306600,10242
1569307500,10242
1569308400,9537
1569309300,9537
1569310200,9537
1569311100,9537
1569312000,3811
1569312900,3811
1569313800,3811
1569314700,3811
1569315600,1526
1569316500,1526
1569317400,1526
1569318300,1526
1569319200,611
1569320100,611
1569321000,611
1569321900,611
1569322800,242
1569323700,242
1569324600,242
1569325500,242
1569326400,95
1569327300,95
1569328200,95
1569329100,95
1569330000,42
1569330900,42
1569331800,42
1569332700,42
1569333600,21
1569334500,21
1569335400,21
1569336300,21
1569337200,2274
1569338100,2274
1569339000,2274
1569339900,2274
1569340800,905
1569341700,905
1569342600,905
1569343500,905
1569344400,368
1569345300,368
1569346200,368
1569347100,368
1569348000,147
1569348900,147
1569349800,147
1569350700,147
1569351600,4442
1569352500,4442
1569353400,4442
1569354300,4442
1569355200,7979
1569356100,7979
1569357000,7979
1569357900,7979
1569358800,3189
1569359700,3189
1569360600,3189
1569361500,3189
1569362400,5147
1569363300,5147
1569364200,5147
1569365100,5147
1569366000,6526
1569366900,6526
1569367800,6526
1569368700,6526
1569369600,2611
1569370500,2611
1569371400,2611
1569372300,2611
1569373200,4389
1569374100,4389
1569375000,4389
1569375900,4389
1569376800,6379
1569377700,6379
1569378600,6379
1569379500,6379
1569380400,2547
1569381300,2547
1569382200,2547
1569383100,2547
1569384000,5442
1569384900,5442
1569385800,5442
1569386700,5442
1569387600,2179
1569388500,2179
1569389400,2179
1569390300,2179
1569391200,7432
1569392100,7432
1569393000,7432
1569393900,7432
1569394800,2979
1569395700,2979
1569396600,2979
1569397500,2979
1569398400,6695
1569399300,6695
1569400200,6695
1569401100,6695
1569402000,2674
1569402900,2674
1569403800,2674
1569404700,2674
1569405600,4484
1569406500,4484
1569407400,4484
1569408300,4484
1569409200,1789
1569410100,1789
1569411000,1789
1569411900,1789
1569412800,716
1569413700,716
1569414600,716
1569415500,716
1569416400,1168
1569417300,1168
1569418200,1168
1569419100,1168
1569420000,474
1569420900,474
1569421800,474
1569422700,474
1569423600,189
1569424500,189
1569425400,189
1569426300,189
1569427200,74
1569428100,74
1569429000,74
1569429900,74
1569430800,32
1569431700,32
1569432600,32
1569433500,32
1569434400,11
1569435300,11
1569436200,11
1569437100,11
1569438000,3011
1569438900,3011
1569439800,3011
1569440700,3011
1569441600,5947
1569442500,5947
1569443400,5947
1569444300,5947
1569445200,7042
1569446100,7042
1569447000,7042
1569447900,7042
1569448800,6084
1569449700,6084
1569450600,6084
1569451500,6084
1569452400,2432
1569453300,2432
1569454200,2432
1569455100,2432
1569456000,968
1569456900,968
1569457800,968
1569458700,968
1569459600,389
1569460500,389
1569461400,389
1569462300,389
1569463200,158
1569464100,158
1569465000,158
1569465900,158
1569466800,63
1569467700,63
1569468600,63
1569469500,63
1569470400,21
1569471300,21
1569472200,21
1569473100,21
1569474000,10800
1569474900,10800
1569475800,10800
1569476700,10800
1569477600,5989
1569478500,5989
1569479400,5989
1569480300,5989
1569481200,2389
1569482100,2389
1569483000,2389
1569483900,2389
1569484800,9926
1569485700,9926
1569486600,9926
1569487500,9926
1569488400,10800
1569489300,10800
1569490200,10800
1569491100,10800
1569492000,5168
1569492900,5168
1569493800,5168
1569494700,5168
1569495600,2063
1569496500,2063
1569497400,2063
1569498300,2063
1569499200,832
1569500100,832
1569501000,832
1569501900,832
1569502800,326
1569503700,326
1569504600,326
1569505500,326
1569506400,137
1569507300,137
1569508200,137
1569509100,137
1569510000,53
1569510900,53
1569511800,53
1569512700,53
1569513600,4737
1569514500,4737
1569515400,4737
1569516300,4737
1569517200,1895
1569518100,1895
1569519000,1895
1569519900,1895
1569520800,758
1569521700,758
1569522600,758
1569523500,758
1569524400,305
1569525300,305
1569526200,305
1569527100,305
1569528000,6053
1569528900,6053
1569529800,6053
1569530700,6053
1569531600,9326
1569532500,9326
1569533400,9326
1569534300,9326
1569535200,3737
1569536100,3737
1569537000,3737
1569537900,3737
1569538800,1495
1569539700,1495
1569540600,1495
1569541500,1495
1569542400,600
1569543300,600
1569544200,600
1569545100,600
1569546000,242
1569546900,242
1569547800,242
1569548700,242
1569549600,3495
1569550500,3495
1569551400,3495
1569552300,3495
1569553200,1400
1569554100,1400
1569555000,1400
1569555900,1400
1569556800,558
1569557700,558
1569558600,558
1569559500,558
1569560400,221
1569561300,221
1569562200,221
1569563100,221
1569564000,84
1569564900,84
1569565800,84
1569566700,84
1569567600,9074
1569568500,9074
1569569400,9074
1569570300,9074
1569571200,10800
1569572100,10800
1569573000,10800
1569573900,10800
1569574800,8189
1569575700,8189
1569576600,8189
1569577500,8189
1569578400,3274
1569579300,3274
1569580200,3274
1569581100,3274
1569582000,1305
1569582900,1305
1569583800,1305
1569584700,1305
1569585600,526
1569586500,526
1569587400,526
1569588300,526
1569589200,211
1569590100,211
1569591000,211
1569591900,211
1569592800,84
1569593700,84
1569594600,84
1569595500,84
1569596400,32
1569597300,32
1569598200,32
1569599100,32
1569600000,11
1569600900,11
1569601800,11
1569602700,11
1569603600,0
1569604500,0
1569605400,0
1569606300,0
1569607200,0
1569608100,0
1569609000,0
1569609900,0
1569610800,0
1569611700,0
1569612600,0
1569613500,0
1569614400,0
1569615300,0
1569616200,0
1569617100,0
1569618000,0
1569618900,0
1569619800,0
1569620700,0
1569621600,5053
1569622500,5053
1569623400,5053
1569624300,5053
1569625200,2021
1569626100,2021
1569627000,2021
1569627900,2021
1569628800,6484
1569629700,6484
1569630600,6484
1569631500,6484
1569632400,9095
1569633300,9095
1569634200,9095
1569635100,9095
1569636000,8242
1569636900,8242
1569637800,8242
1569638700,8242
1569639600,3295
