,heat
1569283200,26800.0
1569284100,26800.0
1569285000,26800.0
1569285900,26800.0
1569286800,10720.0
1569287700,10720.0
1569288600,10720.0
1569289500,10720.0
1569290400,25940.0
1569291300,25940.0
1569292200,25940.0
1569293100,25940.0
1569294000,10380.0
1569294900,10380.0
1569295800,10380.0
1569296700,10380.0
1569297600,16840.0
1569298500,16840.0
1569299400,16840.0
1569300300,16840.0
1569301200,6740.0
1569302100,6740.0
1569303000,6740.0
1569303900,6740.0
1569304800,11640.0
1569305700,11640.0
1569306600,11640.0
1569307500,11640.0
1569308400,4660.0
1569309300,4660.0
1569310200,4660.0
1569311100,4660.0
1569312000,9900.0
1569312900,9900.0
1569313800,9900.0
1569314700,9900.0
1569315600,7240.0
1569316500,7240.0
1569317400,7240.0
1569318300,7240.0
1569319200,2900.0
1569320100,2900.0
1569321000,2900.0
1569321900,2900.0
1569322800,1160.0
1569323700,1160.0
1569324600,1160.0
1569325500,1160.0
1569326400,460.0
1569327300,460.0
1569328200,460.0
1569329100,460.0
1569330000,180.0
1569330900,180.0
1569331800,180.0
1569332700,180.0
1569333600,80.0
1569334500,80.0
1569335400,80.0
1569336300,80.0
1569337200,20.0
1569338100,20.0
1569339000,20.0
1569339900,20.0
1569340800,20.0
1569341700,20.0
1569342600,20.0
1569343500,20.0
1569344400,0.0
1569345300,0.0
1569346200,0.0
1569347100,0.0
1569348000,4120.0
1569348900,4120.0
1569349800,4120.0
1569350700,4120.0
1569351600,9520.0
1569352500,9520.0
1569353400,9520.0
1569354300,9520.0
1569355200,3800.0
1569356100,3800.0
1569357000,3800.0
1569357900,3800.0
1569358800,1520.0
1569359700,1520.0
1569360600,1520.0
1569361500,1520.0
1569362400,17140.0
1569363300,17140.0
1569364200,17140.0
1569365100,17140.0
1569366000,6860.0
1569366900,6860.0
1569367800,6860.0
1569368700,6860.0
1569369600,2740.0
1569370500,2740.0
1569371400,2740.0
1569372300,2740.0
1569373200,1100.0
1569374100,1100.0
1569375000,1100.0
1569375900,1100.0
1569376800,30480.0
1569377700,30480.0
1569378600,30480.0
1569379500,30480.0
1569380400,48700.0
1569381300,48700.0
1569382200,48700.0
1569383100,48700.0
1569384000,45420.0
1569384900,45420.0
1569385800,45420.0
1569386700,45420.0
1569387600,18160.0
1569388500,18160.0
1569389400,18160.0
1569390300,18160.0
1569391200,7260.0
1569392100,7260.0
1569393000,7260.0
1569393900,7260.0
1569394800,2900.0
1569395700,2900.0
1569396600,2900.0
1569397500,2900.0
1569398400,1160.0
1569399300,1160.0
1569400200,1160.0
1569401100,1160.0
1569402000,460.0
1569402900,460.0
1569403800,460.0
1569404700,460.0
1569405600,180.0
1569406500,180.0
1569407400,180.0
1569408300,180.0
1569409200,4560.0
1569410100,4560.0
1569411000,4560.0
1569411900,4560.0
1569412800,1820.0
1569413700,1820.0
1569414600,1820.0
1569415500,1820.0
1569416400,740.0
1569417300,740.0
1569418200,740.0
1569419100,740.0
1569420000,300.0
1569420900,300.0
1569421800,300.0
1569422700,300.0
1569423600,120.0
1569424500,120.0
1569425400,120.0
1569426300,120.0
1569427200,40.0
1569428100,40.0
1569429000,40.0
1569429900,40.0
1569430800,20.0
1569431700,20.0
1569432600,20.0
1569433500,20.0
1569434400,0.0
1569435300,0.0
1569436200,0.0
1569437100,0.0
1569438000,0.0
1569438900,0.0
1569439800,0.0
1569440700,0.0
1569441600,0.0
1569442500,0.0
1569443400,0.0
1569444300,0.0
1569445200,6780.0
1569446100,6780.0
1569447000,6780.0
1569447900,6780.0
1569448800,2720.0
1569449700,2720.0
1569450600,2720.0
1569451500,2720.0
1569452400,16640.0
1569453300,16640.0
1569454200,16640.0
1569455100,16640.0
1569456000,26720.0
1569456900,26720.0
1569457800,26720.0
1569458700,26720.0
1569459600,10700.0
1569460500,10700.0
1569461400,10700.0
1569462300,10700.0
1569463200,14340.0
1569464100,14340.0
1569465000,14340.0
1569465900,14340.0
1569466800,17680.0
1569467700,17680.0
1569468600,17680.0
1569469500,17680.0
1569470400,7080.0
1569471300,7080.0
1569472200,7080.0
1569473100,7080.0
1569474000,2820.0
1569474900,2820.0
1569475800,2820.0
1569476700,2820.0
1569477600,1140.0
1569478500,1140.0
1569479400,1140.0
1569480300,1140.0
1569481200,460.0
1569482100,460.0
1569483000,460.0
1569483900,460.0
1569484800,24060.0
1569485700,24060.0
1569486600,24060.0
1569487500,24060.0
1569488400,9620.0
1569489300,9620.0
1569490200,9620.0
1569491100,9620.0
1569492000,21580.0
1569492900,21580.0
1569493800,21580.0
1569494700,21580.0
1569495600,8620.0
1569496500,8620.0
1569497400,8620.0
1569498300,8620.0
1569499200,8860.0
1569500100,8860.0
1569501000,8860.0
1569501900,8860.0
1569502800,7180.0
1569503700,7180.0
1569504600,7180.0
1569505500,7180.0
1569506400,2880.0
1569507300,2880.0
1569508200,2880.0
1569509100,2880.0
1569510000,1140.0
1569510900,1140.0
1569511800,1140.0
1569512700,1140.0
1569513600,460.0
1569514500,460.0
1569515400,460.0
1569516300,460.0
1569517200,6040.0
1569518100,6040.0
1569519000,6040.0
1569519900,6040.0
1569520800,10040.0
1569521700,10040.0
1569522600,10040.0
1569523500,10040.0
1569524400,10760.0
1569525300,10760.0
1569526200,10760.0
1569527100,10760.0
1569528000,8080.0
1569528900,8080.0
1569529800,8080.0
1569530700,8080.0
1569531600,3220.0
1569532500,3220.0
1569533400,3220.0
1569534300,3220.0
1569535200,1300.0
1569536100,1300.0
1569537000,1300.0
1569537900,1300.0
1569538800,520.0
1569539700,520.0
1569540600,520.0
1569541500,520.0
1569542400,200.0
1569543300,200.0
1569544200,200.0
1569545100,200.0
1569546000,80.0
1569546900,80.0
1569547800,80.0
1569548700,80.0
1569549600,14540.0
1569550500,14540.0
1569551400,14540.0
1569552300,14540.0
1569553200,24000.0
1569554100,24000.0
1569555000,24000.0
1569555900,24000.0
1569556800,22900.0
1569557700,22900.0
1569558600,22900.0
1569559500,22900.0
1569560400,9160.0
1569561300,9160.0
1569562200,9160.0
1569563100,9160.0
1569564000,3660.0
1569564900,3660.0
1569565800,3660.0
1569566700,3660.0
1569567600,1460.0
1569568500,1460.0
1569569400,1460.0
1569570300,1460.0
1569571200,580.0
1569572100,580.0
1569573000,580.0
1569573900,580.0
1569574800,240.0
1569575700,240.0
1569576600,240.0
1569577500,240.0
1569578400,100.0
1569579300,100.0
1569580200,100.0
1569581100,100.0
1569582000,2700.0
1569582900,2700.0
1569583800,2700.0
1569584700,2700.0
1569585600,1080.0
1569586500,1080.0
1569587400,1080.0
1569588300,1080.0
1569589200,440.0
1569590100,440.0
1569591000,440.0
1569591900,440.0
1569592800,180.0
1569593700,180.0
1569594600,180.0
1569595500,180.0
1569596400,60.0
1569597300,60.0
1569598200,60.0
1569599100,60.0
1569600000,20.0
1569600900,20.0
1569601800,20.0
1569602700,20.0
1569603600,20.0
1569604500,20.0
1569605400,20.0
1569606300,20.0
1569607200,0.0
1569608100,0.0
1569609000,0.0
1569609900,0.0
1569610800,0.0
1569611700,0.0
1569612600,0.0
1569613500,0.0
1569614400,0.0
1569615300,0.0
1569616200,0.0
1569617100,0.0
1569618000,9920.0
1569618900,9920.0
1569619800,9920.0
1569620700,9920.0
1569621600,3960.0
1569622500,3960.0
1569623400,3960.0
1569624300,3960.0
1569625200,14020.0
1569626100,14020.0
1569627000,14020.0
1569627900,14020.0
1569628800,20180.0
1569629700,20180.0
1569630600,20180.0
1569631500,20180.0
1569632400,8080.0
1569633300,8080.0
1569634200,8080.0
