,heat
1573516800,12960.0
1573517700,12960.0
1573518600,12960.0
1573519500,12960.0
1573520400,26840.0
1573521300,26840.0
1573522200,26840.0
1573523100,26840.0
1573524000,35200.0
1573524900,35200.0
1573525800,35200.0
1573526700,35200.0
1573527600,32900.0
1573528500,32900.0
1573529400,32900.0
1573530300,32900.0
1573531200,13160.0
1573532100,13160.0
1573533000,13160.0
1573533900,13160.0
1573534800,5260.0
1573535700,5260.0
1573536600,5260.0
1573537500,5260.0
1573538400,2100.0
1573539300,2100.0
1573540200,2100.0
1573541100,2100.0
1573542000,12820.0
1573542900,12820.0
1573543800,12820.0
1573544700,12820.0
1573545600,25760.0
1573546500,25760.0
1573547400,25760.0
1573548300,25760.0
1573549200,10300.0
1573550100,10300.0
1573551000,10300.0
1573551900,10300.0
1573552800,21820.0
1573553700,21820.0
1573554600,21820.0
1573555500,21820.0
1573556400,29540.0
1573557300,29540.0
1573558200,29540.0
1573559100,29540.0
1573560000,28720.0
1573560900,28720.0
1573561800,28720.0
1573562700,28720.0
1573563600,11500.0
1573564500,11500.0
1573565400,11500.0
1573566300,11500.0
1573567200,4600.0
1573568100,4600.0
1573569000,4600.0
1573569900,4600.0
1573570800,1840.0
1573571700,1840.0
1573572600,1840.0
1573573500,1840.0
1573574400,11880.0
1573575300,11880.0
1573576200,11880.0
1573577100,11880.0
1573578000,23840.0
1573578900,23840.0
1573579800,23840.0
1573580700,23840.0
1573581600,30160.0
1573582500,30160.0
1573583400,30160.0
1573584300,30160.0
1573585200,27540.0
1573586100,27540.0
1573587000,27540.0
1573587900,27540.0
1573588800,11020.0
1573589700,11020.0
1573590600,11020.0
1573591500,11020.0
1573592400,4400.0
1573593300,4400.0
1573594200,4400.0
1573595100,4400.0
1573596000,1760.0
1573596900,1760.0
1573597800,1760.0
1573598700,1760.0
1573599600,12640.0
1573600500,12640.0
1573601400,12640.0
1573602300,12640.0
1573603200,25060.0
1573604100,25060.0
1573605000,25060.0
1573605900,25060.0
1573606800,31720.0
1573607700,31720.0
1573608600,31720.0
1573609500,31720.0
1573610400,28780.0
1573611300,28780.0
1573612200,28780.0
