,heat
1572912000,2620.0
1572912900,2620.0
1572913800,2620.0
1572914700,2620.0
1572915600,1060.0
1572916500,1060.0
1572917400,1060.0
1572918300,1060.0
1572919200,420.0
1572920100,420.0
1572921000,420.0
1572921900,420.0
1572922800,160.0
1572923700,160.0
1572924600,160.0
1572925500,160.0
1572926400,60.0
1572927300,60.0
1572928200,60.0
1572929100,60.0
1572930000,9400.0
1572930900,9400.0
1572931800,9400.0
1572932700,9400.0
1572933600,3760.0
1572934500,3760.0
1572935400,3760.0
1572936300,3760.0
1572937200,47600.0
1572938100,47600.0
1572939000,47600.0
1572939900,47600.0
1572940800,68820.0
1572941700,68820.0
1572942600,68820.0
1572943500,68820.0
1572944400,48540.0
1572945300,48540.0
1572946200,48540.0
1572947100,48540.0
1572948000,19420.0
1572948900,19420.0
1572949800,19420.0
1572950700,19420.0
1572951600,7760.0
1572952500,7760.0
1572953400,7760.0
1572954300,7760.0
1572955200,3100.0
1572956100,3100.0
1572957000,3100.0
1572957900,3100.0
1572958800,1240.0
1572959700,1240.0
1572960600,1240.0
1572961500,1240.0
1572962400,500.0
1572963300,500.0
1572964200,500.0
1572965100,500.0
1572966000,200.0
1572966900,200.0
1572967800,200.0
1572968700,200.0
1572969600,80.0
1572970500,80.0
1572971400,80.0
1572972300,80.0
1572973200,40.0
1572974100,40.0
1572975000,40.0
1572975900,40.0
1572976800,15500.0
1572977700,15500.0
1572978600,15500.0
1572979500,15500.0
1572980400,28680.0
1572981300,28680.0
1572982200,28680.0
1572983100,28680.0
1572984000,32380.0
1572984900,32380.0
1572985800,32380.0
1572986700,32380.0
1572987600,25040.0
1572988500,25040.0
1572989400,25040.0
1572990300,25040.0
1572991200,10020.0
1572992100,10020.0
1572993000,10020.0
1572993900,10020.0
1572994800,4000.0
1572995700,4000.0
1572996600,4000.0
1572997500,4000.0
1572998400,1600.0
1572999300,1600.0
1573000200,1600.0
1573001100,1600.0
1573002000,640.0
1573002900,640.0
1573003800,640.0
1573004700,640.0
1573005600,260.0
1573006500,260.0
1573007400,260.0
1573008300,260.0
1573009200,100.0
1573010100,100.0
1573011000,100.0
1573011900,100.0
1573012800,40.0
1573013700,40.0
1573014600,40.0
1573015500,40.0
1573016400,14720.0
1573017300,14720.0
1573018200,14720.0
1573019100,14720.0
1573020000,5900.0
1573020900,5900.0
1573021800,5900.0
1573022700,5900.0
1573023600,2360.0
1573024500,2360.0
1573025400,2360.0
1573026300,2360.0
1573027200,56300.0
1573028100,56300.0
1573029000,56300.0
1573029900,56300.0
1573030800,67840.0
1573031700,67840.0
1573032600,67840.0
1573033500,67840.0
1573034400,51120.0
1573035300,51120.0
1573036200,51120.0
1573037100,51120.0
1573038000,20440.0
1573038900,20440.0
1573039800,20440.0
1573040700,20440.0
1573041600,8180.0
1573042500,8180.0
1573043400,8180.0
1573044300,8180.0
1573045200,3280.0
1573046100,3280.0
1573047000,3280.0
1573047900,3280.0
1573048800,1300.0
1573049700,1300.0
1573050600,1300.0
1573051500,1300.0
1573052400,520.0
1573053300,520.0
1573054200,520.0
1573055100,520.0
1573056000,200.0
1573056900,200.0
1573057800,200.0
1573058700,200.0
1573059600,80.0
1573060500,80.0
1573061400,80.0
1573062300,80.0
1573063200,40.0
1573064100,40.0
1573065000,40.0
1573065900,40.0
1573066800,32460.0
1573067700,32460.0
1573068600,32460.0
1573069500,32460.0
1573070400,55840.0
1573071300,55840.0
1573072200,55840.0
1573073100,55840.0
1573074000,57020.0
1573074900,57020.0
1573075800,57020.0
1573076700,57020.0
1573077600,22800.0
1573078500,22800.0
1573079400,22800.0
1573080300,22800.0
1573081200,9120.0
1573082100,9120.0
1573083000,9120.0
1573083900,9120.0
1573084800,3640.0
1573085700,3640.0
1573086600,3640.0
1573087500,3640.0
1573088400,1460.0
1573089300,1460.0
1573090200,1460.0
1573091100,1460.0
1573092000,580.0
1573092900,580.0
1573093800,580.0
1573094700,580.0
1573095600,240.0
1573096500,240.0
1573097400,240.0
1573098300,240.0
1573099200,17860.0
1573100100,17860.0
1573101000,17860.0
1573101900,17860.0
1573102800,38580.0
1573103700,38580.0
1573104600,38580.0
1573105500,38580.0
1573106400,79260.0
1573107300,79260.0
1573108200,79260.0
1573109100,79260.0
1573110000,87480.0
1573110900,87480.0
1573111800,87480.0
1573112700,87480.0
1573113600,35000.0
1573114500,35000.0
1573115400,35000.0
1573116300,35000.0
1573117200,14000.0
1573118100,14000.0
1573119000,14000.0
1573119900,14000.0
1573120800,5600.0
1573121700,5600.0
1573122600,5600.0
1573123500,5600.0
1573124400,2240.0
1573125300,2240.0
1573126200,2240.0
1573127100,2240.0
1573128000,900.0
1573128900,900.0
1573129800,900.0
1573130700,900.0
1573131600,360.0
1573132500,360.0
1573133400,360.0
1573134300,360.0
1573135200,21880.0
1573136100,21880.0
1573137000,21880.0
1573137900,21880.0
1573138800,40860.0
1573139700,40860.0
1573140600,40860.0
1573141500,40860.0
1573142400,46780.0
1573143300,46780.0
1573144200,46780.0
1573145100,46780.0
1573146000,37160.0
1573146900,37160.0
1573147800,37160.0
1573148700,37160.0
1573149600,14860.0
1573150500,14860.0
1573151400,14860.0
1573152300,14860.0
1573153200,5940.0
1573154100,5940.0
1573155000,5940.0
1573155900,5940.0
1573156800,2380.0
1573157700,2380.0
1573158600,2380.0
1573159500,2380.0
1573160400,18540.0
1573161300,18540.0
1573162200,18540.0
1573163100,18540.0
1573164000,38680.0
1573164900,38680.0
1573165800,38680.0
1573166700,38680.0
1573167600,15460.0
1573168500,15460.0
1573169400,15460.0
1573170300,15460.0
1573171200,6180.0
1573172100,6180.0
1573173000,6180.0
1573173900,6180.0
1573174800,2480.0
1573175700,2480.0
1573176600,2480.0
1573177500,2480.0
1573178400,980.0
1573179300,980.0
1573180200,980.0
1573181100,980.0
1573182000,37280.0
1573182900,37280.0
1573183800,37280.0
1573184700,37280.0
1573185600,66060.0
1573186500,66060.0
1573187400,66060.0
1573188300,66060.0
1573189200,70620.0
1573190100,70620.0
1573191000,70620.0
1573191900,70620.0
1573192800,78680.0
1573193700,78680.0
1573194600,78680.0
1573195500,78680.0
1573196400,57220.0
1573197300,57220.0
1573198200,57220.0
1573199100,57220.0
1573200000,22900.0
1573200900,22900.0
1573201800,22900.0
1573202700,22900.0
1573203600,9160.0
1573204500,9160.0
1573205400,9160.0
1573206300,9160.0
1573207200,3660.0
1573208100,3660.0
1573209000,3660.0
1573209900,3660.0
1573210800,1460.0
1573211700,1460.0
1573212600,1460.0
1573213500,1460.0
1573214400,580.0
1573215300,580.0
1573216200,580.0
1573217100,580.0
1573218000,14240.0
1573218900,14240.0
1573219800,14240.0
1573220700,14240.0
1573221600,34860.0
1573222500,34860.0
1573223400,34860.0
1573224300,34860.0
1573225200,43360.0
1573226100,43360.0
1573227000,43360.0
1573227900,43360.0
1573228800,38040.0
1573229700,38040.0
1573230600,38040.0
1573231500,38040.0
1573232400,15220.0
1573233300,15220.0
1573234200,15220.0
1573235100,15220.0
1573236000,6080.0
1573236900,6080.0
1573237800,6080.0
1573238700,6080.0
1573239600,2440.0
1573240500,2440.0
1573241400,2440.0
1573242300,2440.0
1573243200,23420.0
1573244100,23420.0
1573245000,23420.0
1573245900,23420.0
1573246800,44780.0
1573247700,44780.0
1573248600,44780.0
1573249500,44780.0
1573250400,53900.0
1573251300,53900.0
1573252200,53900.0
1573253100,53900.0
1573254000,21560.0
1573254900,21560.0
1573255800,21560.0
1573256700,21560.0
1573257600,8620.0
1573258500,8620.0
1573259400,8620.0
1573260300,8620.0
1573261200,3460.0
1573262100,3460.0
1573263000,3460.0
1573263900,3460.0
1573264800,1380.0
1573265700,1380.0
1573266600,1380.0
1573267500,1380.0
1573268400,560.0
1573269300,560.0
1573270200,560.0
1573271100,560.0
1573272000,220.0
1573272900,220.0
1573273800,220.0
1573274700,220.0
1573275600,39520.0
1573276500,39520.0
1573277400,39520.0
1573278300,39520.0
1573279200,99360.0
1573280100,99360.0
1573281000,99360.0
1573281900,99360.0
1573282800,115280.0
1573283700,115280.0
1573284600,115280.0
1573285500,115280.0
1573286400,46100.0
1573287300,46100.0
1573288200,46100.0
1573289100,46100.0
1573290000,18440.0
1573290900,18440.0
1573291800,18440.0
1573292700,18440.0
1573293600,7380.0
1573294500,7380.0
1573295400,7380.0
1573296300,7380.0
1573297200,2960.0
1573298100,2960.0
1573299000,2960.0
1573299900,2960.0
1573300800,1180.0
1573301700,1180.0
1573302600,1180.0
1573303500,1180.0
1573304400,480.0
1573305300,480.0
1573306200,480.0
1573307100,480.0
1573308000,16360.0
1573308900,16360.0
1573309800,16360.0
1573310700,16360.0
1573311600,34660.0
1573312500,34660.0
1573313400,34660.0
1573314300,34660.0
1573315200,46100.0
1573316100,46100.0
1573317000,46100.0
1573317900,46100.0
1573318800,45360.0
1573319700,45360.0
1573320600,45360.0
1573321500,45360.0
1573322400,18140.0
1573323300,18140.0
1573324200,18140.0
1573325100,18140.0
1573326000,7260.0
1573326900,7260.0
1573327800,7260.0
1573328700,7260.0
1573329600,2900.0
1573330500,2900.0
1573331400,2900.0
1573332300,2900.0
1573333200,33160.0
1573334100,33160.0
1573335000,33160.0
1573335900,33160.0
1573336800,61820.0
1573337700,61820.0
1573338600,61820.0
1573339500,61820.0
1573340400,24720.0
1573341300,24720.0
1573342200,24720.0
1573343100,24720.0
1573344000,9900.0
1573344900,9900.0
1573345800,9900.0
1573346700,9900.0
1573347600,3960.0
1573348500,3960.0
1573349400,3960.0
1573350300,3960.0
1573351200,24080.0
1573352100,24080.0
1573353000,24080.0
1573353900,24080.0
1573354800,47660.0
1573355700,47660.0
1573356600,47660.0
1573357500,47660.0
1573358400,60320.0
1573359300,60320.0
1573360200,60320.0
1573361100,60320.0
1573362000,54760.0
1573362900,54760.0
1573363800,54760.0
1573364700,54760.0
1573365600,63960.0
1573366500,63960.0
1573367400,63960.0
1573368300,63960.0
1573369200,52900.0
1573370100,52900.0
1573371000,52900.0
1573371900,52900.0
1573372800,21160.0
1573373700,21160.0
1573374600,21160.0
1573375500,21160.0
1573376400,8460.0
1573377300,8460.0
1573378200,8460.0
1573379100,8460.0
1573380000,3380.0
1573380900,3380.0
1573381800,3380.0
1573382700,3380.0
1573383600,1360.0
1573384500,1360.0
1573385400,1360.0
1573386300,1360.0
1573387200,34980.0
1573388100,34980.0
1573389000,34980.0
1573389900,34980.0
1573390800,65080.0
1573391700,65080.0
1573392600,65080.0
1573393500,65080.0
1573394400,74120.0
1573395300,74120.0
1573396200,74120.0
1573397100,74120.0
1573398000,29660.0
1573398900,29660.0
1573399800,29660.0
1573400700,29660.0
1573401600,11860.0
1573402500,11860.0
1573403400,11860.0
1573404300,11860.0
1573405200,4740.0
1573406100,4740.0
1573407000,4740.0
1573407900,4740.0
1573408800,22380.0
1573409700,22380.0
1573410600,22380.0
1573411500,22380.0
1573412400,45200.0
1573413300,45200.0
1573414200,45200.0
1573415100,45200.0
1573416000,59280.0
1573416900,59280.0
1573417800,59280.0
1573418700,59280.0
1573419600,56400.0
1573420500,56400.0
1573421400,56400.0
1573422300,56400.0
1573423200,22560.0
1573424100,22560.0
1573425000,22560.0
1573425900,22560.0
1573426800,9020.0
1573427700,9020.0
1573428600,9020.0
1573429500,9020.0
1573430400,3600.0
1573431300,3600.0
1573432200,3600.0
1573433100,3600.0
1573434000,1440.0
1573434900,1440.0
1573435800,1440.0
1573436700,1440.0
1573437600,580.0
1573438500,580.0
1573439400,580.0
1573440300,580.0
1573441200,30140.0
1573442100,30140.0
1573443000,30140.0
1573443900,30140.0
1573444800,58640.0
1573445700,58640.0
1573446600,58640.0
1573447500,58640.0
1573448400,69020.0
1573449300,69020.0
1573450200,69020.0
1573451100,69020.0
1573452000,84700.0
1573452900,84700.0
1573453800,84700.0
1573454700,84700.0
1573455600,67960.0
1573456500,67960.0
1573457400,67960.0
1573458300,67960.0
1573459200,27180.0
1573460100,27180.0
1573461000,27180.0
1573461900,27180.0
1573462800,10880.0
1573463700,10880.0
1573464600,10880.0
1573465500,10880.0
1573466400,4340.0
1573467300,4340.0
1573468200,4340.0
1573469100,4340.0
1573470000,1740.0
1573470900,1740.0
1573471800,1740.0
1573472700,1740.0
1573473600,700.0
1573474500,700.0
1573475400,700.0
1573476300,700.0
1573477200,30420.0
1573478100,30420.0
1573479000,30420.0
1573479900,30420.0
1573480800,54900.0
1573481700,54900.0
1573482600,54900.0
1573483500,54900.0
1573484400,59960.0
1573485300,59960.0
1573486200,59960.0
1573487100,59960.0
1573488000,44700.0
1573488900,44700.0
1573489800,44700.0
1573490700,44700.0
1573491600,17880.0
1573492500,17880.0
1573493400,17880.0
1573494300,17880.0
1573495200,7160.0
1573496100,7160.0
1573497000,7160.0
1573497900,7160.0
1573498800,2860.0
1573499700,2860.0
1573500600,2860.0
1573501500,2860.0
1573502400,21500.0
1573503300,21500.0
1573504200,21500.0
1573505100,21500.0
1573506000,44980.0
1573506900,44980.0
1573507800,44980.0
1573508700,44980.0
1573509600,18000.0
1573510500,18000.0
1573511400,18000.0
1573512300,18000.0
1573513200,7200.0
1573514100,7200.0
1573515000,7200.0
1573515900,7200.0
