,heat
1569283200,1180.0
1569284100,1180.0
1569285000,1180.0
1569285900,1180.0
1569286800,480.0
1569287700,480.0
1569288600,480.0
1569289500,480.0
1569290400,180.0
1569291300,180.0
1569292200,180.0
1569293100,180.0
1569294000,80.0
1569294900,80.0
1569295800,80.0
1569296700,80.0
1569297600,40.0
1569298500,40.0
1569299400,40.0
1569300300,40.0
1569301200,24180.0
1569302100,24180.0
1569303000,24180.0
1569303900,24180.0
1569304800,9660.0
1569305700,9660.0
1569306600,9660.0
1569307500,9660.0
1569308400,3860.0
1569309300,3860.0
1569310200,3860.0
1569311100,3860.0
1569312000,1540.0
1569312900,1540.0
1569313800,1540.0
1569314700,1540.0
1569315600,620.0
1569316500,620.0
1569317400,620.0
1569318300,620.0
1569319200,240.0
1569320100,240.0
1569321000,240.0
1569321900,240.0
1569322800,17340.0
1569323700,17340.0
1569324600,17340.0
1569325500,17340.0
1569326400,22860.0
1569327300,22860.0
1569328200,22860.0
1569329100,22860.0
1569330000,9140.0
1569330900,9140.0
1569331800,9140.0
1569332700,9140.0
1569333600,3660.0
1569334500,3660.0
1569335400,3660.0
1569336300,3660.0
1569337200,1460.0
1569338100,1460.0
1569339000,1460.0
1569339900,1460.0
1569340800,580.0
1569341700,580.0
1569342600,580.0
1569343500,580.0
1569344400,240.0
1569345300,240.0
1569346200,240.0
1569347100,240.0
1569348000,100.0
1569348900,100.0
1569349800,100.0
1569350700,100.0
1569351600,40.0
1569352500,40.0
1569353400,40.0
1569354300,40.0
1569355200,20.0
1569356100,20.0
1569357000,20.0
1569357900,20.0
1569358800,13580.0
1569359700,13580.0
1569360600,13580.0
1569361500,13580.0
1569362400,5420.0
1569363300,5420.0
1569364200,5420.0
1569365100,5420.0
1569366000,17880.0
1569366900,17880.0
1569367800,17880.0
1569368700,17880.0
1569369600,7160.0
1569370500,7160.0
1569371400,7160.0
1569372300,7160.0
1569373200,15900.0
1569374100,15900.0
1569375000,15900.0
1569375900,15900.0
1569376800,6360.0
1569377700,6360.0
1569378600,6360.0
1569379500,6360.0
1569380400,13820.0
1569381300,13820.0
1569382200,13820.0
1569383100,13820.0
1569384000,18920.0
1569384900,18920.0
1569385800,18920.0
1569386700,18920.0
1569387600,7560.0
1569388500,7560.0
1569389400,7560.0
1569390300,7560.0
1569391200,3020.0
1569392100,3020.0
1569393000,3020.0
1569393900,3020.0
1569394800,1220.0
1569395700,1220.0
1569396600,1220.0
1569397500,1220.0
1569398400,12460.0
1569399300,12460.0
1569400200,12460.0
