,heat
1573516800,1147
1573517700,1147
1573518600,1147
1573519500,1147
1573520400,7832
1573521300,7832
1573522200,7832
1573523100,7832
1573524000,3137
1573524900,3137
1573525800,3137
1573526700,3137
1573527600,12905
1573528500,12905
1573529400,12905
1573530300,12905
1573531200,19442
1573532100,19442
1573533000,19442
1573533900,19442
1573534800,18789
1573535700,18789
1573536600,18789
1573537500,18789
1573538400,20211
1573539300,20211
1573540200,20211
1573541100,20211
1573542000,14484
1573542900,14484
1573543800,14484
1573544700,14484
1573545600,5800
1573546500,5800
1573547400,5800
1573548300,5800
1573549200,2316
1573550100,2316
1573551000,2316
1573551900,2316
1573552800,926
1573553700,926
1573554600,926
1573555500,926
1573556400,368
1573557300,368
1573558200,368
1573559100,368
1573560000,4874
1573560900,4874
1573561800,4874
1573562700,4874
1573563600,9558
1573564500,9558
1573565400,9558
1573566300,9558
1573567200,15032
1573568100,15032
1573569000,15032
1573569900,15032
1573570800,6011
1573571700,6011
1573572600,6011
1573573500,6011
1573574400,7453
1573575300,7453
1573576200,7453
1573577100,7453
1573578000,2979
1573578900,2979
1573579800,2979
1573580700,2979
1573581600,7116
1573582500,7116
1573583400,7116
1573584300,7116
1573585200,11221
1573586100,11221
1573587000,11221
1573587900,11221
1573588800,12684
1573589700,12684
1573590600,12684
1573591500,12684
1573592400,5074
1573593300,5074
1573594200,5074
1573595100,5074
1573596000,2032
1573596900,2032
1573597800,2032
1573598700,2032
1573599600,811
1573600500,811
1573601400,811
1573602300,811
1573603200,326
1573604100,326
1573605000,326
1573605900,326
1573606800,126
1573607700,126
1573608600,126
1573609500,126
1573610400,53
1573611300,53
1573612200,53
1573613100,53
1573614000,21
1573614900,21
1573615800,21
1573616700,21
1573617600,16442
1573618500,16442
1573619400,16442
1573620300,16442
1573621200,26600
1573622100,26600
1573623000,26600
1573623900,26600
1573624800,33263
1573625700,33263
1573626600,33263
1573627500,33263
1573628400,24253
1573629300,24253
1573630200,24253
1573631100,24253
1573632000,9705
1573632900,9705
1573633800,9705
1573634700,9705
1573635600,3884
1573636500,3884
1573637400,3884
1573638300,3884
1573639200,1547
1573640100,1547
1573641000,1547
1573641900,1547
1573642800,621
1573643700,621
1573644600,621
1573645500,621
1573646400,253
1573647300,253
1573648200,253
1573649100,253
1573650000,95
1573650900,95
1573651800,95
1573652700,95
1573653600,42
1573654500,42
1573655400,42
1573656300,42
1573657200,8011
1573658100,8011
1573659000,8011
1573659900,8011
1573660800,15179
1573661700,15179
1573662600,15179
1573663500,15179
1573664400,17253
1573665300,17253
1573666200,17253
1573667100,17253
1573668000,13400
1573668900,13400
1573669800,13400
1573670700,13400
1573671600,5358
1573672500,5358
1573673400,5358
1573674300,5358
1573675200,2147
1573676100,2147
1573677000,2147
1573677900,2147
