,power
1569283200,0.0
1569284100,0.0
1569285000,0.0
1569285900,0.0
1569286800,0.0
1569287700,0.0
1569288600,0.0
1569289500,0.0
1569290400,0.0
1569291300,0.0
1569292200,0.0
1569293100,0.0
1569294000,0.0
1569294900,0.0
1569295800,0.0
1569296700,0.0
1569297600,0.0
1569298500,0.0
1569299400,0.0
1569300300,0.0
1569301200,0.0
1569302100,0.0
1569303000,0.0
1569303900,0.0
1569304800,6.7
1569305700,6.7
1569306600,6.7
1569307500,6.7
1569308400,33.5
1569309300,33.5
1569310200,33.5
1569311100,33.5
1569312000,46.900000000000006
1569312900,46.900000000000006
1569313800,46.900000000000006
1569314700,46.900000000000006
1569315600,40.2
1569316500,40.2
1569317400,40.2
1569318300,40.2
1569319200,53.6
1569320100,53.6
1569321000,53.6
1569321900,53.6
1569322800,221.10000000000002
1569323700,221.10000000000002
1569324600,221.10000000000002
1569325500,221.10000000000002
1569326400,180.90000000000003
1569327300,180.90000000000003
1569328200,180.90000000000003
1569329100,180.90000000000003
1569330000,194.3
1569330900,194.3
1569331800,194.3
1569332700,194.3
1569333600,187.60000000000002
1569334500,187.60000000000002
1569335400,187.60000000000002
1569336300,187.60000000000002
1569337200,194.3
1569338100,194.3
1569339000,194.3
1569339900,194.3
1569340800,268.0
1569341700,268.0
1569342600,268.0
1569343500,268.0
1569344400,134.0
1569345300,134.0
1569346200,134.0
1569347100,134.0
1569348000,0.0
1569348900,0.0
1569349800,0.0
1569350700,0.0
1569351600,0.0
1569352500,0.0
1569353400,0.0
1569354300,0.0
1569355200,0.0
1569356100,0.0
1569357000,0.0
1569357900,0.0
1569358800,0.0
1569359700,0.0
1569360600,0.0
1569361500,0.0
1569362400,0.0
1569363300,0.0
1569364200,0.0
1569365100,0.0
1569366000,0.0
1569366900,0.0
1569367800,0.0
1569368700,0.0
1569369600,0.0
1569370500,0.0
1569371400,0.0
1569372300,0.0
1569373200,0.0
1569374100,0.0
1569375000,0.0
1569375900,0.0
1569376800,0.0
1569377700,0.0
1569378600,0.0
1569379500,0.0
1569380400,0.0
1569381300,0.0
1569382200,0.0
1569383100,0.0
1569384000,0.0
1569384900,0.0
1569385800,0.0
1569386700,0.0
1569387600,0.0
1569388500,0.0
1569389400,0.0
1569390300,0.0
1569391200,6.7
1569392100,6.7
1569393000,6.7
1569393900,6.7
1569394800,40.2
1569395700,40.2
1569396600,40.2
1569397500,40.2
1569398400,60.3
1569399300,60.3
1569400200,60.3
1569401100,60.3
1569402000,60.3
1569402900,60.3
1569403800,60.3
1569404700,60.3
1569405600,60.3
1569406500,60.3
1569407400,60.3
1569408300,60.3
1569409200,100.5
1569410100,100.5
1569411000,100.5
1569411900,100.5
1569412800,140.7
1569413700,140.7
1569414600,140.7
1569415500,140.7
1569416400,174.20000000000002
1569417300,174.20000000000002
1569418200,174.20000000000002
1569419100,174.20000000000002
1569420000,201.0
1569420900,201.0
1569421800,201.0
1569422700,201.0
1569423600,221.10000000000002
1569424500,221.10000000000002
1569425400,221.10000000000002
1569426300,221.10000000000002
1569427200,268.0
1569428100,268.0
1569429000,268.0
1569429900,268.0
1569430800,120.6
1569431700,120.6
1569432600,120.6
1569433500,120.6
1569434400,0.0
1569435300,0.0
1569436200,0.0
1569437100,0.0
1569438000,0.0
1569438900,0.0
1569439800,0.0
1569440700,0.0
1569441600,0.0
1569442500,0.0
1569443400,0.0
1569444300,0.0
1569445200,0.0
1569446100,0.0
1569447000,0.0
1569447900,0.0
1569448800,0.0
1569449700,0.0
1569450600,0.0
1569451500,0.0
1569452400,0.0
1569453300,0.0
1569454200,0.0
1569455100,0.0
1569456000,0.0
1569456900,0.0
1569457800,0.0
1569458700,0.0
1569459600,0.0
1569460500,0.0
1569461400,0.0
1569462300,0.0
1569463200,0.0
1569464100,0.0
1569465000,0.0
1569465900,0.0
1569466800,0.0
1569467700,0.0
1569468600,0.0
1569469500,0.0
1569470400,0.0
1569471300,0.0
1569472200,0.0
1569473100,0.0
1569474000,0.0
1569474900,0.0
1569475800,0.0
1569476700,0.0
1569477600,6.7
1569478500,6.7
1569479400,6.7
1569480300,6.7
1569481200,46.900000000000006
1569482100,46.900000000000006
1569483000,46.900000000000006
1569483900,46.900000000000006
1569484800,113.90000000000002
1569485700,113.90000000000002
1569486600,113.90000000000002
1569487500,113.90000000000002
1569488400,167.5
1569489300,167.5
1569490200,167.5
1569491100,167.5
1569492000,201.0
1569492900,201.0
1569493800,201.0
1569494700,201.0
1569495600,194.3
1569496500,194.3
1569497400,194.3
1569498300,194.3
1569499200,127.3
1569500100,127.3
1569501000,127.3
1569501900,127.3
1569502800,53.6
1569503700,53.6
1569504600,53.6
1569505500,53.6
1569506400,46.900000000000006
1569507300,46.900000000000006
1569508200,46.900000000000006
1569509100,46.900000000000006
1569510000,46.900000000000006
1569510900,46.900000000000006
1569511800,46.900000000000006
1569512700,46.900000000000006
1569513600,53.6
1569514500,53.6
1569515400,53.6
1569516300,53.6
1569517200,13.4
1569518100,13.4
1569519000,13.4
1569519900,13.4
1569520800,0.0
1569521700,0.0
1569522600,0.0
1569523500,0.0
1569524400,0.0
1569525300,0.0
1569526200,0.0
1569527100,0.0
1569528000,0.0
1569528900,0.0
1569529800,0.0
1569530700,0.0
1569531600,0.0
1569532500,0.0
1569533400,0.0
1569534300,0.0
1569535200,0.0
1569536100,0.0
1569537000,0.0
1569537900,0.0
1569538800,0.0
1569539700,0.0
1569540600,0.0
1569541500,0.0
1569542400,0.0
1569543300,0.0
1569544200,0.0
1569545100,0.0
1569546000,0.0
1569546900,0.0
1569547800,0.0
1569548700,0.0
1569549600,0.0
1569550500,0.0
1569551400,0.0
1569552300,0.0
1569553200,0.0
1569554100,0.0
1569555000,0.0
1569555900,0.0
1569556800,0.0
1569557700,0.0
1569558600,0.0
1569559500,0.0
1569560400,0.0
1569561300,0.0
1569562200,0.0
1569563100,0.0
1569564000,6.7
1569564900,6.7
1569565800,6.7
1569566700,6.7
1569567600,46.900000000000006
1569568500,46.900000000000006
1569569400,46.900000000000006
1569570300,46.900000000000006
1569571200,100.5
1569572100,100.5
1569573000,100.5
1569573900,100.5
1569574800,140.7
1569575700,140.7
1569576600,140.7
1569577500,140.7
1569578400,174.20000000000002
1569579300,174.20000000000002
1569580200,174.20000000000002
1569581100,174.20000000000002
1569582000,174.20000000000002
1569582900,174.20000000000002
1569583800,174.20000000000002
1569584700,174.20000000000002
1569585600,194.3
1569586500,194.3
1569587400,194.3
1569588300,194.3
1569589200,207.70000000000002
1569590100,207.70000000000002
1569591000,207.70000000000002
1569591900,207.70000000000002
1569592800,207.70000000000002
1569593700,207.70000000000002
1569594600,207.70000000000002
1569595500,207.70000000000002
1569596400,160.8
1569597300,160.8
1569598200,160.8
1569599100,160.8
1569600000,154.10000000000002
1569600900,154.10000000000002
1569601800,154.10000000000002
1569602700,154.10000000000002
1569603600,489.1
1569604500,489.1
1569605400,489.1
1569606300,489.1
1569607200,0.0
1569608100,0.0
1569609000,0.0
1569609900,0.0
1569610800,0.0
1569611700,0.0
1569612600,0.0
1569613500,0.0
1569614400,0.0
1569615300,0.0
1569616200,0.0
1569617100,0.0
1569618000,0.0
1569618900,0.0
1569619800,0.0
1569620700,0.0
1569621600,0.0
1569622500,0.0
1569623400,0.0
1569624300,0.0
1569625200,0.0
1569626100,0.0
1569627000,0.0
1569627900,0.0
1569628800,0.0
1569629700,0.0
1569630600,0.0
1569631500,0.0
1569632400,0.0
1569633300,0.0
1569634200,0.0
1569635100,0.0
1569636000,0.0
1569636900,0.0
1569637800,0.0
1569638700,0.0
1569639600,0.0
1569640500,0.0
1569641400,0.0
1569642300,0.0
1569643200,0.0
1569644100,0.0
1569645000,0.0
1569645900,0.0
1569646800,0.0
1569647700,0.0
1569648600,0.0
1569649500,0.0
1569650400,6.7
1569651300,6.7
1569652200,6.7
1569653100,6.7
1569654000,46.900000000000006
1569654900,46.900000000000006
1569655800,46.900000000000006
1569656700,46.900000000000006
1569657600,93.80000000000001
1569658500,93.80000000000001
1569659400,93.80000000000001
1569660300,93.80000000000001
1569661200,134.0
1569662100,134.0
1569663000,134.0
1569663900,134.0
1569664800,160.8
1569665700,160.8
1569666600,160.8
1569667500,160.8
1569668400,194.3
1569669300,194.3
1569670200,194.3
1569671100,194.3
1569672000,221.10000000000002
1569672900,221.10000000000002
1569673800,221.10000000000002
1569674700,221.10000000000002
1569675600,214.4
1569676500,214.4
1569677400,214.4
1569678300,214.4
1569679200,174.20000000000002
