,power
1563840000,0.0
1563840900,0.0
1563841800,0.0
1563842700,0.0
1563843600,0.0
1563844500,0.0
1563845400,0.0
1563846300,0.0
1563847200,0.0
1563848100,0.0
1563849000,0.0
1563849900,0.0
1563850800,0.0
1563851700,0.0
1563852600,0.0
1563853500,0.0
1563854400,0.0
1563855300,0.0
1563856200,0.0
1563857100,0.0
1563858000,0.0
1563858900,0.0
1563859800,0.0
1563860700,0.0
1563861600,105.0
1563862500,105.0
1563863400,105.0
1563864300,105.0
1563865200,1470.0000000000002
1563866100,1470.0000000000002
1563867000,1470.0000000000002
1563867900,1470.0000000000002
1563868800,3045.0
1563869700,3045.0
1563870600,3045.0
1563871500,3045.0
1563872400,4305.0
1563873300,4305.0
1563874200,4305.0
1563875100,4305.0
1563876000,4515.0
1563876900,4515.0
1563877800,4515.0
1563878700,4515.0
1563879600,7035.0
1563880500,7035.0
1563881400,7035.0
1563882300,7035.0
1563883200,8400.0
1563884100,8400.0
1563885000,8400.0
1563885900,8400.0
1563886800,8085.000000000001
1563887700,8085.000000000001
1563888600,8085.000000000001
1563889500,8085.000000000001
1563890400,7560.0
1563891300,7560.0
1563892200,7560.0
1563893100,7560.0
1563894000,5670.0
1563894900,5670.0
1563895800,5670.0
1563896700,5670.0
1563897600,3570.0000000000005
1563898500,3570.0000000000005
1563899400,3570.0000000000005
1563900300,3570.0000000000005
1563901200,1365.0
1563902100,1365.0
1563903000,1365.0
1563903900,1365.0
1563904800,840.0
1563905700,840.0
1563906600,840.0
1563907500,840.0
1563908400,210.0
1563909300,210.0
1563910200,210.0
1563911100,210.0
1563912000,0.0
1563912900,0.0
1563913800,0.0
1563914700,0.0
1563915600,0.0
1563916500,0.0
1563917400,0.0
1563918300,0.0
1563919200,0.0
1563920100,0.0
1563921000,0.0
1563921900,0.0
1563922800,0.0
1563923700,0.0
1563924600,0.0
1563925500,0.0
1563926400,0.0
1563927300,0.0
1563928200,0.0
1563929100,0.0
1563930000,0.0
1563930900,0.0
1563931800,0.0
1563932700,0.0
1563933600,0.0
1563934500,0.0
1563935400,0.0
1563936300,0.0
1563937200,0.0
1563938100,0.0
1563939000,0.0
1563939900,0.0
1563940800,0.0
1563941700,0.0
1563942600,0.0
1563943500,0.0
1563944400,315.0
1563945300,315.0
1563946200,315.0
1563947100,315.0
1563948000,1995.0
1563948900,1995.0
1563949800,1995.0
1563950700,1995.0
1563951600,3675.0
1563952500,3675.0
1563953400,3675.0
1563954300,3675.0
1563955200,5040.0
1563956100,5040.0
1563957000,5040.0
1563957900,5040.0
1563958800,4830.0
1563959700,4830.0
1563960600,4830.0
1563961500,4830.0
1563962400,7350.0
1563963300,7350.0
1563964200,7350.0
1563965100,7350.0
1563966000,8820.0
1563966900,8820.0
1563967800,8820.0
1563968700,8820.0
1563969600,8820.0
1563970500,8820.0
1563971400,8820.0
1563972300,8820.0
1563973200,8820.0
1563974100,8820.0
1563975000,8820.0
1563975900,8820.0
1563976800,4200.0
1563977700,4200.0
1563978600,4200.0
1563979500,4200.0
1563980400,1785.0000000000002
1563981300,1785.0000000000002
1563982200,1785.0000000000002
1563983100,1785.0000000000002
1563984000,1680.0
1563984900,1680.0
1563985800,1680.0
1563986700,1680.0
1563987600,1260.0
1563988500,1260.0
1563989400,1260.0
1563990300,1260.0
1563991200,630.0
1563992100,630.0
1563993000,630.0
1563993900,630.0
1563994800,210.0
1563995700,210.0
1563996600,210.0
1563997500,210.0
1563998400,0.0
1563999300,0.0
1564000200,0.0
1564001100,0.0
1564002000,0.0
1564002900,0.0
1564003800,0.0
1564004700,0.0
1564005600,0.0
1564006500,0.0
1564007400,0.0
1564008300,0.0
1564009200,0.0
1564010100,0.0
1564011000,0.0
1564011900,0.0
1564012800,0.0
1564013700,0.0
1564014600,0.0
1564015500,0.0
1564016400,0.0
1564017300,0.0
1564018200,0.0
1564019100,0.0
1564020000,0.0
1564020900,0.0
1564021800,0.0
1564022700,0.0
1564023600,0.0
1564024500,0.0
1564025400,0.0
1564026300,0.0
1564027200,0.0
1564028100,0.0
1564029000,0.0
1564029900,0.0
1564030800,210.0
1564031700,210.0
1564032600,210.0
1564033500,210.0
1564034400,420.0
1564035300,420.0
1564036200,420.0
1564037100,420.0
1564038000,1365.0
1564038900,1365.0
1564039800,1365.0
1564040700,1365.0
1564041600,2415.0
1564042500,2415.0
1564043400,2415.0
1564044300,2415.0
1564045200,1785.0000000000002
1564046100,1785.0000000000002
1564047000,1785.0000000000002
1564047900,1785.0000000000002
1564048800,3885.0
1564049700,3885.0
1564050600,3885.0
1564051500,3885.0
1564052400,3990.0
1564053300,3990.0
1564054200,3990.0
1564055100,3990.0
1564056000,1470.0000000000002
1564056900,1470.0000000000002
1564057800,1470.0000000000002
1564058700,1470.0000000000002
1564059600,1680.0
1564060500,1680.0
1564061400,1680.0
1564062300,1680.0
1564063200,2520.0
1564064100,2520.0
1564065000,2520.0
1564065900,2520.0
1564066800,2625.0
1564067700,2625.0
1564068600,2625.0
1564069500,2625.0
1564070400,1995.0
1564071300,1995.0
1564072200,1995.0
1564073100,1995.0
1564074000,1155.0
1564074900,1155.0
1564075800,1155.0
1564076700,1155.0
1564077600,525.0
1564078500,525.0
1564079400,525.0
1564080300,525.0
1564081200,105.0
1564082100,105.0
1564083000,105.0
1564083900,105.0
1564084800,0.0
1564085700,0.0
1564086600,0.0
1564087500,0.0
1564088400,0.0
1564089300,0.0
1564090200,0.0
1564091100,0.0
1564092000,0.0
1564092900,0.0
1564093800,0.0
1564094700,0.0
1564095600,0.0
1564096500,0.0
1564097400,0.0
1564098300,0.0
1564099200,0.0
1564100100,0.0
