,energy_consumed,availability
1572912000,0.0,1
1572912900,0.0,1
1572913800,0.0,1
1572914700,0.0,1
1572915600,0.0,1
1572916500,0.0,1
1572917400,0.0,1
1572918300,0.0,1
1572919200,0.0,1
1572920100,0.0,1
1572921000,0.0,1
1572921900,0.0,1
1572922800,0.0,1
1572923700,0.0,1
1572924600,0.0,1
1572925500,0.0,1
1572926400,0.0,1
1572927300,0.0,1
1572928200,0.0,1
1572929100,0.0,1
1572930000,0.0,1
1572930900,0.0,1
1572931800,0.0,1
1572932700,0.0,1
1572933600,0.0,1
1572934500,0.0,1
1572935400,0.0,1
1572936300,0.0,1
1572937200,0.0,0
1572938100,0.0,0
1572939000,0.0,0
1572939900,0.0,0
1572940800,0.0,0
1572941700,0.0,0
1572942600,0.0,0
1572943500,0.0,0
1572944400,0.0,0
1572945300,0.0,0
1572946200,0.0,0
1572947100,0.0,0
1572948000,0.0,0
1572948900,0.0,0
1572949800,0.0,0
1572950700,0.0,0
1572951600,0.0,0
1572952500,0.0,0
1572953400,0.0,0
1572954300,0.0,0
1572955200,0.0,0
1572956100,0.0,0
1572957000,0.0,0
1572957900,0.0,0
1572958800,7780.0,1
1572959700,7780.0,1
1572960600,7780.0,1
1572961500,7780.0,1
1572962400,1600.0,1
1572963300,1600.0,1
1572964200,1600.0,1
1572965100,1600.0,1
1572966000,0.0,0
1572966900,0.0,0
1572967800,0.0,0
1572968700,0.0,0
1572969600,0.0,0
1572970500,0.0,0
1572971400,0.0,0
1572972300,0.0,0
1572973200,0.0,0
1572974100,0.0,0
1572975000,0.0,0
1572975900,0.0,0
1572976800,0.0,0
1572977700,0.0,0
1572978600,0.0,0
1572979500,0.0,0
1572980400,0.0,0
1572981300,0.0,0
1572982200,0.0,0
1572983100,0.0,0
1572984000,0.0,0
1572984900,0.0,0
1572985800,0.0,0
1572986700,0.0,0
1572987600,0.0,0
1572988500,0.0,0
1572989400,0.0,0
1572990300,0.0,0
1572991200,0.0,0
1572992100,0.0,0
1572993000,0.0,0
1572993900,0.0,0
1572994800,7780.0,1
1572995700,7780.0,1
1572996600,7780.0,1
1572997500,7780.0,1
1572998400,7780.0,1
1572999300,7780.0,1
1573000200,7780.0,1
1573001100,7780.0,1
1573002000,7780.0,1
1573002900,7780.0,1
1573003800,7780.0,1
1573004700,7780.0,1
1573005600,2120.0,1
1573006500,2120.0,1
1573007400,2120.0,1
1573008300,2120.0,1
1573009200,0.0,1
1573010100,0.0,1
1573011000,0.0,1
1573011900,0.0,1
1573012800,0.0,1
1573013700,0.0,1
1573014600,0.0,1
1573015500,0.0,1
1573016400,0.0,1
1573017300,0.0,1
1573018200,0.0,1
1573019100,0.0,1
1573020000,0.0,1
1573020900,0.0,1
1573021800,0.0,1
1573022700,0.0,1
1573023600,0.0,1
1573024500,0.0,1
1573025400,0.0,1
1573026300,0.0,1
1573027200,0.0,1
