,energy_consumed,availability
1573028100,0.0,1
1573029000,0.0,1
1573029900,0.0,1
1573030800,0.0,0
1573031700,0.0,0
1573032600,0.0,0
1573033500,0.0,0
1573034400,0.0,0
1573035300,0.0,0
1573036200,0.0,0
1573037100,0.0,0
1573038000,0.0,0
1573038900,0.0,0
1573039800,0.0,0
1573040700,0.0,0
1573041600,0.0,0
1573042500,0.0,0
1573043400,0.0,0
1573044300,0.0,0
1573045200,0.0,0
1573046100,0.0,0
1573047000,0.0,0
1573047900,0.0,0
1573048800,0.0,0
1573049700,0.0,0
1573050600,0.0,0
1573051500,0.0,0
1573052400,0.0,0
1573053300,0.0,0
1573054200,0.0,0
1573055100,0.0,0
1573056000,0.0,0
1573056900,0.0,0
1573057800,0.0,0
1573058700,0.0,0
1573059600,0.0,0
1573060500,0.0,0
1573061400,0.0,0
1573062300,0.0,0
1573063200,0.0,0
1573064100,0.0,0
1573065000,0.0,0
1573065900,0.0,0
1573066800,0.0,0
1573067700,0.0,0
1573068600,0.0,0
1573069500,0.0,0
1573070400,0.0,0
1573071300,0.0,0
1573072200,0.0,0
1573073100,0.0,0
1573074000,0.0,0
1573074900,0.0,0
1573075800,0.0,0
1573076700,0.0,0
1573077600,0.0,0
1573078500,0.0,0
1573079400,0.0,0
1573080300,0.0,0
1573081200,0.0,0
1573082100,0.0,0
1573083000,0.0,0
1573083900,0.0,0
1573084800,2860.0,1
1573085700,2860.0,1
1573086600,2860.0,1
1573087500,2860.0,1
1573088400,0.0,1
1573089300,0.0,1
1573090200,0.0,1
1573091100,0.0,1
1573092000,0.0,1
1573092900,0.0,1
1573093800,0.0,1
1573094700,0.0,1
1573095600,0.0,1
1573096500,0.0,1
1573097400,0.0,1
1573098300,0.0,1
1573099200,0.0,1
1573100100,0.0,1
1573101000,0.0,1
1573101900,0.0,1
1573102800,0.0,1
1573103700,0.0,1
1573104600,0.0,1
1573105500,0.0,1
1573106400,0.0,0
1573107300,0.0,0
1573108200,0.0,0
1573109100,0.0,0
1573110000,0.0,0
1573110900,0.0,0
1573111800,0.0,0
1573112700,0.0,0
1573113600,0.0,0
1573114500,0.0,0
1573115400,0.0,0
1573116300,0.0,0
1573117200,6860.0,1
1573118100,6860.0,1
1573119000,6860.0,1
1573119900,6860.0,1
1573120800,0.0,1
1573121700,0.0,1
1573122600,0.0,1
1573123500,0.0,1
1573124400,0.0,1
1573125300,0.0,1
1573126200,0.0,1
1573127100,0.0,1
1573128000,0.0,0
1573128900,0.0,0
1573129800,0.0,0
1573130700,0.0,0
1573131600,0.0,0
1573132500,0.0,0
1573133400,0.0,0
1573134300,0.0,0
1573135200,0.0,0
1573136100,0.0,0
1573137000,0.0,0
1573137900,0.0,0
1573138800,0.0,0
1573139700,0.0,0
1573140600,0.0,0
1573141500,0.0,0
1573142400,0.0,0
1573143300,0.0,0
1573144200,0.0,0
1573145100,0.0,0
1573146000,0.0,0
1573146900,0.0,0
1573147800,0.0,0
1573148700,0.0,0
1573149600,1380.0,1
1573150500,1380.0,1
1573151400,1380.0,1
1573152300,1380.0,1
1573153200,0.0,1
1573154100,0.0,1
1573155000,0.0,1
1573155900,0.0,1
1573156800,0.0,1
1573157700,0.0,1
1573158600,0.0,1
1573159500,0.0,1
1573160400,0.0,1
1573161300,0.0,1
1573162200,0.0,1
1573163100,0.0,1
1573164000,0.0,1
1573164900,0.0,1
1573165800,0.0,1
1573166700,0.0,1
1573167600,0.0,1
1573168500,0.0,1
1573169400,0.0,1
1573170300,0.0,1
1573171200,0.0,1
1573172100,0.0,1
1573173000,0.0,1
1573173900,0.0,1
1573174800,0.0,1
1573175700,0.0,1
1573176600,0.0,1
1573177500,0.0,1
1573178400,0.0,1
1573179300,0.0,1
1573180200,0.0,1
1573181100,0.0,1
1573182000,0.0,1
1573182900,0.0,1
1573183800,0.0,1
1573184700,0.0,1
1573185600,0.0,1
1573186500,0.0,1
1573187400,0.0,1
1573188300,0.0,1
1573189200,0.0,1
1573190100,0.0,1
1573191000,0.0,1
1573191900,0.0,1
1573192800,0.0,1
1573193700,0.0,1
1573194600,0.0,1
1573195500,0.0,1
1573196400,0.0,1
1573197300,0.0,1
1573198200,0.0,1
1573199100,0.0,1
1573200000,0.0,1
1573200900,0.0,1
1573201800,0.0,1
1573202700,0.0,1
1573203600,0.0,1
1573204500,0.0,1
1573205400,0.0,1
1573206300,0.0,1
1573207200,0.0,1
1573208100,0.0,1
1573209000,0.0,1
1573209900,0.0,1
1573210800,0.0,1
1573211700,0.0,1
1573212600,0.0,1
1573213500,0.0,1
1573214400,0.0,1
1573215300,0.0,1
1573216200,0.0,1
1573217100,0.0,1
1573218000,0.0,1
1573218900,0.0,1
1573219800,0.0,1
1573220700,0.0,1
1573221600,0.0,1
1573222500,0.0,1
1573223400,0.0,1
1573224300,0.0,1
1573225200,0.0,1
1573226100,0.0,1
1573227000,0.0,1
1573227900,0.0,1
1573228800,0.0,1
1573229700,0.0,1
1573230600,0.0,1
1573231500,0.0,1
1573232400,0.0,1
1573233300,0.0,1
1573234200,0.0,1
1573235100,0.0,1
1573236000,0.0,1
1573236900,0.0,1
1573237800,0.0,1
1573238700,0.0,1
1573239600,0.0,1
1573240500,0.0,1
1573241400,0.0,1
1573242300,0.0,1
1573243200,0.0,1
1573244100,0.0,1
1573245000,0.0,1
1573245900,0.0,1
1573246800,0.0,1
1573247700,0.0,1
1573248600,0.0,1
1573249500,0.0,1
1573250400,0.0,1
1573251300,0.0,1
1573252200,0.0,1
1573253100,0.0,1
1573254000,0.0,1
1573254900,0.0,1
1573255800,0.0,1
1573256700,0.0,1
1573257600,0.0,1
1573258500,0.0,1
1573259400,0.0,1
1573260300,0.0,1
1573261200,0.0,1
1573262100,0.0,1
1573263000,0.0,1
1573263900,0.0,1
1573264800,0.0,1
1573265700,0.0,1
1573266600,0.0,1
1573267500,0.0,1
1573268400,0.0,1
1573269300,0.0,1
1573270200,0.0,1
1573271100,0.0,1
1573272000,0.0,1
1573272900,0.0,1
1573273800,0.0,1
1573274700,0.0,1
1573275600,0.0,1
1573276500,0.0,1
1573277400,0.0,1
1573278300,0.0,1
1573279200,0.0,1
1573280100,0.0,1
1573281000,0.0,1
1573281900,0.0,1
1573282800,0.0,0
1573283700,0.0,0
1573284600,0.0,0
1573285500,0.0,0
1573286400,0.0,0
1573287300,0.0,0
1573288200,0.0,0
1573289100,0.0,0
1573290000,0.0,0
1573290900,0.0,0
1573291800,0.0,0
1573292700,0.0,0
1573293600,1530.0,1
1573294500,1530.0,1
1573295400,1530.0,1
1573296300,1530.0,1
1573297200,0.0,1
1573298100,0.0,1
1573299000,0.0,1
1573299900,0.0,1
1573300800,0.0,1
1573301700,0.0,1
1573302600,0.0,1
1573303500,0.0,1
1573304400,0.0,0
1573305300,0.0,0
1573306200,0.0,0
1573307100,0.0,0
1573308000,0.0,0
1573308900,0.0,0
1573309800,0.0,0
1573310700,0.0,0
1573311600,0.0,0
1573312500,0.0,0
1573313400,0.0,0
1573314300,0.0,0
1573315200,0.0,0
1573316100,0.0,0
1573317000,0.0,0
1573317900,0.0,0
1573318800,0.0,0
1573319700,0.0,0
1573320600,0.0,0
1573321500,0.0,0
1573322400,6300.0,1
1573323300,6300.0,1
1573324200,6300.0,1
1573325100,6300.0,1
1573326000,0.0,1
1573326900,0.0,1
1573327800,0.0,1
1573328700,0.0,1
1573329600,0.0,1
1573330500,0.0,1
1573331400,0.0,1
1573332300,0.0,1
1573333200,0.0,1
1573334100,0.0,1
1573335000,0.0,1
1573335900,0.0,1
1573336800,0.0,1
1573337700,0.0,1
1573338600,0.0,1
1573339500,0.0,1
1573340400,0.0,1
1573341300,0.0,1
1573342200,0.0,1
1573343100,0.0,1
1573344000,0.0,1
1573344900,0.0,1
1573345800,0.0,1
1573346700,0.0,1
1573347600,0.0,1
1573348500,0.0,1
1573349400,0.0,1
1573350300,0.0,1
1573351200,0.0,1
1573352100,0.0,1
1573353000,0.0,1
1573353900,0.0,1
1573354800,0.0,1
1573355700,0.0,1
1573356600,0.0,1
1573357500,0.0,1
1573358400,0.0,1
1573359300,0.0,1
1573360200,0.0,1
1573361100,0.0,1
1573362000,0.0,1
1573362900,0.0,1
1573363800,0.0,1
1573364700,0.0,1
1573365600,0.0,1
1573366500,0.0,1
1573367400,0.0,1
1573368300,0.0,1
1573369200,0.0,1
1573370100,0.0,1
1573371000,0.0,1
1573371900,0.0,1
1573372800,0.0,1
1573373700,0.0,1
1573374600,0.0,1
1573375500,0.0,1
1573376400,0.0,1
1573377300,0.0,1
1573378200,0.0,1
1573379100,0.0,1
1573380000,0.0,1
1573380900,0.0,1
1573381800,0.0,1
1573382700,0.0,1
1573383600,0.0,1
1573384500,0.0,1
1573385400,0.0,1
1573386300,0.0,1
1573387200,0.0,1
1573388100,0.0,1
1573389000,0.0,1
1573389900,0.0,1
1573390800,0.0,1
1573391700,0.0,1
1573392600,0.0,1
1573393500,0.0,1
1573394400,0.0,1
1573395300,0.0,1
1573396200,0.0,1
1573397100,0.0,1
1573398000,0.0,1
1573398900,0.0,1
1573399800,0.0,1
1573400700,0.0,1
1573401600,0.0,1
1573402500,0.0,1
1573403400,0.0,1
1573404300,0.0,1
1573405200,0.0,1
1573406100,0.0,1
1573407000,0.0,1
1573407900,0.0,1
1573408800,0.0,1
1573409700,0.0,1
1573410600,0.0,1
1573411500,0.0,1
1573412400,0.0,1
1573413300,0.0,1
1573414200,0.0,1
1573415100,0.0,1
1573416000,0.0,1
1573416900,0.0,1
1573417800,0.0,1
1573418700,0.0,1
1573419600,0.0,1
1573420500,0.0,1
1573421400,0.0,1
1573422300,0.0,1
1573423200,0.0,1
1573424100,0.0,1
1573425000,0.0,1
1573425900,0.0,1
1573426800,0.0,1
1573427700,0.0,1
1573428600,0.0,1
1573429500,0.0,1
1573430400,0.0,1
1573431300,0.0,1
1573432200,0.0,1
1573433100,0.0,1
1573434000,0.0,1
1573434900,0.0,1
1573435800,0.0,1
1573436700,0.0,1
1573437600,0.0,1
1573438500,0.0,1
1573439400,0.0,1
1573440300,0.0,1
1573441200,0.0,1
1573442100,0.0,1
1573443000,0.0,1
1573443900,0.0,1
1573444800,0.0,0
1573445700,0.0,0
1573446600,0.0,0
1573447500,0.0,0
1573448400,0.0,0
1573449300,0.0,0
1573450200,0.0,0
1573451100,0.0,0
1573452000,0.0,0
1573452900,0.0,0
1573453800,0.0,0
1573454700,0.0,0
1573455600,0.0,0
1573456500,0.0,0
1573457400,0.0,0
1573458300,0.0,0
1573459200,0.0,0
1573460100,0.0,0
1573461000,0.0,0
1573461900,0.0,0
1573462800,0.0,0
1573463700,0.0,0
1573464600,0.0,0
1573465500,0.0,0
1573466400,0.0,0
1573467300,0.0,0
1573468200,0.0,0
1573469100,0.0,0
1573470000,0.0,0
1573470900,0.0,0
1573471800,0.0,0
1573472700,0.0,0
1573473600,0.0,0
1573474500,0.0,0
1573475400,0.0,0
1573476300,0.0,0
1573477200,0.0,0
1573478100,0.0,0
1573479000,0.0,0
1573479900,0.0,0
1573480800,0.0,0
1573481700,0.0,0
1573482600,0.0,0
1573483500,0.0,0
1573484400,0.0,0
1573485300,0.0,0
1573486200,0.0,0
1573487100,0.0,0
1573488000,0.0,0
1573488900,0.0,0
1573489800,0.0,0
1573490700,0.0,0
1573491600,0.0,0
1573492500,0.0,0
1573493400,0.0,0
1573494300,0.0,0
1573495200,690.0,1
1573496100,690.0,1
1573497000,690.0,1
1573497900,690.0,1
1573498800,0.0,1
1573499700,0.0,1
1573500600,0.0,1
1573501500,0.0,1
1573502400,0.0,1
1573503300,0.0,1
1573504200,0.0,1
1573505100,0.0,1
1573506000,0.0,1
1573506900,0.0,1
1573507800,0.0,1
1573508700,0.0,1
1573509600,0.0,1
1573510500,0.0,1
1573511400,0.0,1
1573512300,0.0,1
1573513200,0.0,1
1573514100,0.0,1
1573515000,0.0,1
1573515900,0.0,1
