,energy_consumed,availability
1569437100,0.0,0
1569438000,0.0,0
1569438900,0.0,0
1569439800,0.0,0
1569440700,0.0,0
1569441600,6100.0,1
1569442500,6100.0,1
1569443400,6100.0,1
1569444300,6100.0,1
1569445200,0.0,1
1569446100,0.0,1
1569447000,0.0,1
1569447900,0.0,1
1569448800,0.0,1
1569449700,0.0,1
1569450600,0.0,1
1569451500,0.0,1
1569452400,0.0,1
1569453300,0.0,1
1569454200,0.0,1
1569455100,0.0,1
1569456000,0.0,1
1569456900,0.0,1
1569457800,0.0,1
1569458700,0.0,1
1569459600,0.0,1
1569460500,0.0,1
1569461400,0.0,1
1569462300,0.0,1
1569463200,0.0,1
1569464100,0.0,1
1569465000,0.0,1
1569465900,0.0,1
1569466800,0.0,1
1569467700,0.0,1
1569468600,0.0,1
1569469500,0.0,1
1569470400,0.0,1
1569471300,0.0,1
1569472200,0.0,1
1569473100,0.0,1
1569474000,0.0,0
1569474900,0.0,0
1569475800,0.0,0
1569476700,0.0,0
1569477600,0.0,0
1569478500,0.0,0
1569479400,0.0,0
1569480300,0.0,0
1569481200,0.0,0
1569482100,0.0,0
1569483000,0.0,0
1569483900,0.0,0
1569484800,0.0,0
1569485700,0.0,0
1569486600,0.0,0
1569487500,0.0,0
1569488400,0.0,0
1569489300,0.0,0
1569490200,0.0,0
1569491100,0.0,0
1569492000,0.0,0
1569492900,0.0,0
1569493800,0.0,0
1569494700,0.0,0
1569495600,0.0,0
1569496500,0.0,0
1569497400,0.0,0
1569498300,0.0,0
1569499200,0.0,0
1569500100,0.0,0
1569501000,0.0,0
1569501900,0.0,0
1569502800,0.0,0
1569503700,0.0,0
1569504600,0.0,0
1569505500,0.0,0
1569506400,0.0,0
1569507300,0.0,0
1569508200,0.0,0
1569509100,0.0,0
1569510000,0.0,0
1569510900,0.0,0
1569511800,0.0,0
1569512700,0.0,0
1569513600,1290.0,1
1569514500,1290.0,1
1569515400,1290.0,1
1569516300,1290.0,1
1569517200,0.0,1
1569518100,0.0,1
1569519000,0.0,1
1569519900,0.0,1
1569520800,0.0,1
1569521700,0.0,1
1569522600,0.0,1
1569523500,0.0,1
1569524400,0.0,1
1569525300,0.0,1
1569526200,0.0,1
1569527100,0.0,1
1569528000,0.0,1
1569528900,0.0,1
1569529800,0.0,1
1569530700,0.0,1
1569531600,0.0,1
1569532500,0.0,1
1569533400,0.0,1
1569534300,0.0,1
1569535200,0.0,1
1569536100,0.0,1
1569537000,0.0,1
1569537900,0.0,1
1569538800,0.0,1
1569539700,0.0,1
1569540600,0.0,1
1569541500,0.0,1
1569542400,0.0,1
1569543300,0.0,1
1569544200,0.0,1
1569545100,0.0,1
1569546000,0.0,1
1569546900,0.0,1
1569547800,0.0,1
1569548700,0.0,1
1569549600,0.0,1
1569550500,0.0,1
1569551400,0.0,1
1569552300,0.0,1
1569553200,0.0,1
1569554100,0.0,1
1569555000,0.0,1
1569555900,0.0,1
1569556800,0.0,1
1569557700,0.0,1
1569558600,0.0,1
1569559500,0.0,1
1569560400,0.0,1
1569561300,0.0,1
1569562200,0.0,1
1569563100,0.0,1
1569564000,0.0,1
1569564900,0.0,1
1569565800,0.0,1
1569566700,0.0,1
1569567600,0.0,0
1569568500,0.0,0
1569569400,0.0,0
1569570300,0.0,0
1569571200,0.0,0
1569572100,0.0,0
1569573000,0.0,0
1569573900,0.0,0
1569574800,0.0,0
1569575700,0.0,0
1569576600,0.0,0
1569577500,0.0,0
1569578400,0.0,0
1569579300,0.0,0
1569580200,0.0,0
1569581100,0.0,0
1569582000,0.0,0
1569582900,0.0,0
1569583800,0.0,0
1569584700,0.0,0
1569585600,0.0,0
1569586500,0.0,0
1569587400,0.0,0
1569588300,0.0,0
1569589200,0.0,0
1569590100,0.0,0
1569591000,0.0,0
1569591900,0.0,0
1569592800,0.0,0
1569593700,0.0,0
1569594600,0.0,0
1569595500,0.0,0
1569596400,0.0,0
1569597300,0.0,0
1569598200,0.0,0
1569599100,0.0,0
1569600000,0.0,0
1569600900,0.0,0
1569601800,0.0,0
1569602700,0.0,0
1569603600,0.0,0
1569604500,0.0,0
1569605400,0.0,0
1569606300,0.0,0
1569607200,0.0,0
1569608100,0.0,0
1569609000,0.0,0
1569609900,0.0,0
1569610800,0.0,0
1569611700,0.0,0
1569612600,0.0,0
1569613500,0.0,0
1569614400,0.0,0
1569615300,0.0,0
1569616200,0.0,0
1569617100,0.0,0
1569618000,2800.0,1
1569618900,2800.0,1
1569619800,2800.0,1
1569620700,2800.0,1
1569621600,0.0,1
1569622500,0.0,1
1569623400,0.0,1
1569624300,0.0,1
1569625200,0.0,1
1569626100,0.0,1
1569627000,0.0,1
1569627900,0.0,1
1569628800,0.0,1
1569629700,0.0,1
1569630600,0.0,1
1569631500,0.0,1
1569632400,0.0,1
1569633300,0.0,1
1569634200,0.0,1
1569635100,0.0,1
1569636000,0.0,1
1569636900,0.0,1
1569637800,0.0,1
1569638700,0.0,1
1569639600,0.0,1
1569640500,0.0,1
1569641400,0.0,1
1569642300,0.0,1
1569643200,0.0,1
1569644100,0.0,1
1569645000,0.0,1
1569645900,0.0,1
1569646800,0.0,1
1569647700,0.0,1
1569648600,0.0,1
1569649500,0.0,1
1569650400,0.0,1
1569651300,0.0,1
1569652200,0.0,1
1569653100,0.0,1
1569654000,0.0,1
1569654900,0.0,1
1569655800,0.0,1
1569656700,0.0,1
1569657600,0.0,1
1569658500,0.0,1
1569659400,0.0,1
1569660300,0.0,1
1569661200,0.0,1
1569662100,0.0,1
1569663000,0.0,1
1569663900,0.0,1
1569664800,0.0,1
1569665700,0.0,1
1569666600,0.0,1
1569667500,0.0,1
1569668400,0.0,1
1569669300,0.0,1
1569670200,0.0,1
1569671100,0.0,1
1569672000,0.0,1
1569672900,0.0,1
1569673800,0.0,1
1569674700,0.0,1
1569675600,0.0,1
1569676500,0.0,1
1569677400,0.0,1
1569678300,0.0,1
1569679200,0.0,1
1569680100,0.0,1
1569681000,0.0,1
1569681900,0.0,1
1569682800,0.0,1
1569683700,0.0,1
1569684600,0.0,1
1569685500,0.0,1
1569686400,0.0,1
1569687300,0.0,1
1569688200,0.0,1
1569689100,0.0,1
1569690000,0.0,1
1569690900,0.0,1
1569691800,0.0,1
1569692700,0.0,1
1569693600,0.0,1
1569694500,0.0,1
1569695400,0.0,1
1569696300,0.0,1
1569697200,0.0,1
1569698100,0.0,1
1569699000,0.0,1
1569699900,0.0,1
1569700800,0.0,1
1569701700,0.0,1
1569702600,0.0,1
1569703500,0.0,1
1569704400,0.0,1
1569705300,0.0,1
1569706200,0.0,1
1569707100,0.0,1
1569708000,0.0,1
1569708900,0.0,1
1569709800,0.0,1
1569710700,0.0,1
1569711600,0.0,1
1569712500,0.0,1
1569713400,0.0,1
1569714300,0.0,1
1569715200,0.0,1
1569716100,0.0,1
1569717000,0.0,1
1569717900,0.0,1
1569718800,0.0,1
1569719700,0.0,1
1569720600,0.0,1
1569721500,0.0,1
1569722400,0.0,1
1569723300,0.0,1
1569724200,0.0,1
1569725100,0.0,1
1569726000,0.0,1
1569726900,0.0,1
1569727800,0.0,1
1569728700,0.0,1
1569729600,0.0,1
1569730500,0.0,1
1569731400,0.0,1
1569732300,0.0,1
1569733200,0.0,1
1569734100,0.0,1
1569735000,0.0,1
1569735900,0.0,1
1569736800,0.0,1
1569737700,0.0,1
1569738600,0.0,1
1569739500,0.0,1
1569740400,0.0,1
1569741300,0.0,1
1569742200,0.0,1
1569743100,0.0,1
1569744000,0.0,1
1569744900,0.0,1
1569745800,0.0,1
1569746700,0.0,1
1569747600,0.0,1
1569748500,0.0,1
1569749400,0.0,1
1569750300,0.0,1
1569751200,0.0,0
1569752100,0.0,0
1569753000,0.0,0
1569753900,0.0,0
1569754800,0.0,0
1569755700,0.0,0
1569756600,0.0,0
1569757500,0.0,0
1569758400,0.0,0
1569759300,0.0,0
1569760200,0.0,0
1569761100,0.0,0
1569762000,0.0,0
1569762900,0.0,0
1569763800,0.0,0
1569764700,0.0,0
1569765600,0.0,0
1569766500,0.0,0
1569767400,0.0,0
1569768300,0.0,0
1569769200,0.0,0
1569770100,0.0,0
1569771000,0.0,0
1569771900,0.0,0
1569772800,0.0,0
1569773700,0.0,0
1569774600,0.0,0
1569775500,0.0,0
1569776400,0.0,0
1569777300,0.0,0
1569778200,0.0,0
1569779100,0.0,0
1569780000,0.0,0
1569780900,0.0,0
1569781800,0.0,0
1569782700,0.0,0
1569783600,3960.0,1
1569784500,3960.0,1
1569785400,3960.0,1
1569786300,3960.0,1
1569787200,0.0,1
1569788100,0.0,1
1569789000,0.0,1
1569789900,0.0,1
1569790800,0.0,1
1569791700,0.0,1
1569792600,0.0,1
1569793500,0.0,1
1569794400,0.0,1
1569795300,0.0,1
1569796200,0.0,1
1569797100,0.0,1
1569798000,0.0,1
1569798900,0.0,1
1569799800,0.0,1
1569800700,0.0,1
1569801600,0.0,1
1569802500,0.0,1
1569803400,0.0,1
1569804300,0.0,1
1569805200,0.0,1
1569806100,0.0,1
1569807000,0.0,1
1569807900,0.0,1
1569808800,0.0,1
1569809700,0.0,1
1569810600,0.0,1
1569811500,0.0,1
1569812400,0.0,1
1569813300,0.0,1
1569814200,0.0,1
1569815100,0.0,1
1569816000,0.0,1
1569816900,0.0,1
1569817800,0.0,1
1569818700,0.0,1
1569819600,0.0,1
1569820500,0.0,1
1569821400,0.0,1
1569822300,0.0,1
1569823200,0.0,0
1569824100,0.0,0
1569825000,0.0,0
1569825900,0.0,0
1569826800,0.0,0
1569827700,0.0,0
1569828600,0.0,0
1569829500,0.0,0
1569830400,0.0,0
1569831300,0.0,0
1569832200,0.0,0
1569833100,0.0,0
1569834000,0.0,0
1569834900,0.0,0
1569835800,0.0,0
1569836700,0.0,0
1569837600,0.0,0
1569838500,0.0,0
1569839400,0.0,0
1569840300,0.0,0
1569841200,0.0,0
1569842100,0.0,0
1569843000,0.0,0
1569843900,0.0,0
1569844800,0.0,0
1569845700,0.0,0
1569846600,0.0,0
1569847500,0.0,0
1569848400,0.0,0
1569849300,0.0,0
1569850200,0.0,0
1569851100,0.0,0
1569852000,0.0,0
1569852900,0.0,0
1569853800,0.0,0
1569854700,0.0,0
1569855600,0.0,0
1569856500,0.0,0
1569857400,0.0,0
1569858300,0.0,0
1569859200,0.0,0
1569860100,0.0,0
1569861000,0.0,0
1569861900,0.0,0
1569862800,2950.0,1
1569863700,2950.0,1
1569864600,2950.0,1
1569865500,2950.0,1
1569866400,0.0,1
1569867300,0.0,1
1569868200,0.0,1
1569869100,0.0,1
1569870000,0.0,1
1569870900,0.0,1
1569871800,0.0,1
1569872700,0.0,1
1569873600,0.0,1
1569874500,0.0,1
1569875400,0.0,1
1569876300,0.0,1
1569877200,0.0,1
1569878100,0.0,1
1569879000,0.0,1
1569879900,0.0,1
1569880800,0.0,1
1569881700,0.0,1
1569882600,0.0,1
1569883500,0.0,1
1569884400,0.0,1
1569885300,0.0,1
1569886200,0.0,1
1569887100,0.0,1
