,energy_consumed,availability
1569283200,0.0,1
1569284100,0.0,1
1569285000,0.0,1
1569285900,0.0,1
1569286800,0.0,1
1569287700,0.0,1
1569288600,0.0,1
1569289500,0.0,1
1569290400,0.0,1
1569291300,0.0,1
1569292200,0.0,1
1569293100,0.0,1
1569294000,0.0,1
1569294900,0.0,1
1569295800,0.0,1
1569296700,0.0,1
1569297600,0.0,0
1569298500,0.0,0
1569299400,0.0,0
1569300300,0.0,0
1569301200,0.0,0
1569302100,0.0,0
1569303000,0.0,0
1569303900,0.0,0
1569304800,0.0,0
1569305700,0.0,0
1569306600,0.0,0
1569307500,0.0,0
1569308400,0.0,0
1569309300,0.0,0
1569310200,0.0,0
1569311100,0.0,0
1569312000,0.0,0
1569312900,0.0,0
1569313800,0.0,0
1569314700,0.0,0
1569315600,0.0,0
1569316500,0.0,0
1569317400,0.0,0
1569318300,0.0,0
1569319200,0.0,0
1569320100,0.0,0
1569321000,0.0,0
1569321900,0.0,0
1569322800,0.0,0
1569323700,0.0,0
1569324600,0.0,0
1569325500,0.0,0
1569326400,0.0,0
1569327300,0.0,0
1569328200,0.0,0
1569329100,0.0,0
1569330000,0.0,0
1569330900,0.0,0
1569331800,0.0,0
1569332700,0.0,0
1569333600,0.0,0
1569334500,0.0,0
1569335400,0.0,0
1569336300,0.0,0
1569337200,730.0,1
1569338100,730.0,1
1569339000,730.0,1
1569339900,730.0,1
1569340800,0.0,1
1569341700,0.0,1
1569342600,0.0,1
1569343500,0.0,1
1569344400,0.0,0
1569345300,0.0,0
1569346200,0.0,0
1569347100,0.0,0
1569348000,0.0,0
1569348900,0.0,0
1569349800,0.0,0
1569350700,0.0,0
1569351600,0.0,0
1569352500,0.0,0
1569353400,0.0,0
1569354300,0.0,0
1569355200,6260.0,1
1569356100,6260.0,1
1569357000,6260.0,1
1569357900,6260.0,1
1569358800,250.0,1
1569359700,250.0,1
1569360600,250.0,1
1569361500,250.0,1
1569362400,0.0,1
1569363300,0.0,1
1569364200,0.0,1
1569365100,0.0,1
1569366000,0.0,1
1569366900,0.0,1
1569367800,0.0,1
1569368700,0.0,1
1569369600,0.0,1
1569370500,0.0,1
1569371400,0.0,1
1569372300,0.0,1
1569373200,0.0,1
1569374100,0.0,1
1569375000,0.0,1
1569375900,0.0,1
1569376800,0.0,1
1569377700,0.0,1
1569378600,0.0,1
1569379500,0.0,1
1569380400,0.0,1
1569381300,0.0,1
1569382200,0.0,1
1569383100,0.0,1
1569384000,0.0,1
1569384900,0.0,1
1569385800,0.0,1
1569386700,0.0,1
1569387600,0.0,0
1569388500,0.0,0
1569389400,0.0,0
1569390300,0.0,0
1569391200,0.0,0
1569392100,0.0,0
1569393000,0.0,0
1569393900,0.0,0
1569394800,0.0,0
1569395700,0.0,0
1569396600,0.0,0
1569397500,0.0,0
1569398400,0.0,0
1569399300,0.0,0
1569400200,0.0,0
1569401100,0.0,0
1569402000,0.0,0
1569402900,0.0,0
1569403800,0.0,0
1569404700,0.0,0
1569405600,0.0,0
1569406500,0.0,0
1569407400,0.0,0
1569408300,0.0,0
1569409200,0.0,0
1569410100,0.0,0
1569411000,0.0,0
1569411900,0.0,0
1569412800,0.0,0
1569413700,0.0,0
1569414600,0.0,0
1569415500,0.0,0
1569416400,0.0,0
1569417300,0.0,0
1569418200,0.0,0
1569419100,0.0,0
1569420000,0.0,0
1569420900,0.0,0
1569421800,0.0,0
1569422700,0.0,0
1569423600,0.0,0
1569424500,0.0,0
1569425400,0.0,0
1569426300,0.0,0
1569427200,0.0,0
1569428100,0.0,0
1569429000,0.0,0
1569429900,0.0,0
1569430800,0.0,0
1569431700,0.0,0
1569432600,0.0,0
1569433500,0.0,0
1569434400,0.0,0
1569435300,0.0,0
1569436200,0.0,0
